ZTFID,IAUID,host_redshift
ZTF20aaxxcms,SN2020ixn,0.074
ZTF20aaxxepr,SN2020izd,0.08
ZTF20aaxxhib,SN2020ith,0.07
ZTF20aaybvye,SN2020jgd,0.07
ZTF20aayclod,SN2024vlh,0.0707
ZTF20aaydgsu,SN2020iyz,0.05
ZTF20aayeims,SN2020jbq,0.061539
ZTF20aayjxdv,SN2020jge,0.058
ZTF20aayjyhp,SN2020jdo,0.071
ZTF20aayknlo,SN2020jee,0.01993
ZTF20aaymbjk,SN2020jfc,0.027556
ZTF20aayqjpv,SN2020jgs,0.0321
ZTF20aayuyak,SN2020jht,0.0304
ZTF20aayvqhl,SN2020jsg,0.0826
ZTF20aayvubx,SN2020jnr,0.041
ZTF20aayvymx,SN2020jjf,0.074
ZTF20aaywban,SN2020jns,0.03106
ZTF20aayxldg,SN2020jjh,0.047369
ZTF20aazbqvr,SN2020kbg,0.0745
ZTF20aazdsjr,SN2020jwl,0.06
ZTF20aazdsty,SN2020jki,0.07
ZTF20aazdxlx,SN2020jjl,0.072
ZTF20aazgtmp,SN2020jny,0.0237
ZTF20aazgxgk,SN2020jrk,0.075947
ZTF20aazhtvi,SN2020jtc,0.085
ZTF20aazhzna,SN2020jsa,0.0365
ZTF20aazjwgh,SN2020kaw,0.0557
ZTF20aazkxcw,SN2020joh,0.035
ZTF20aaznpor,SN2020jtg,0.039544
ZTF20aazoqmh,SN2020jxq,0.055
ZTF20aazpaki,SN2020kei,0.08
ZTF20aazpapu,SN2020jxr,0.09
ZTF20aazpoif,SN2020kbw,0.08
ZTF20aazpwen,SN2020kbl,0.079
ZTF20aazquhc,SN2020kbh,0.03456
ZTF20aazstdx,SN2020kbk,0.06
ZTF20aazsyvu,SN2020kfb,0.072
ZTF20aazwuin,SN2020kzd,0.08
ZTF20aazxvox,SN2020kee,0.06212
ZTF20aazymxi,SN2020kej,0.04
ZTF20abafzxx,SN2020kru,0.02723
ZTF20abahhml,SN2020krv,0.06
ZTF20abajdvf,SN2020krw,0.078
ZTF20abajtzc,SN2020kuo,0.099
ZTF20abaknoz,SN2020kkc,0.08
ZTF20abaogvg,SN2024pvx,0.080706
ZTF20abapvvq,SN2020kkv,0.05
ZTF20abapyxl,SN2020kku,0.085
ZTF20abarsvz,SN2021our,0.039
ZTF20abasqfx,SN2020kum,0.09
ZTF20abasxmb,SN2020ktn,0.024755
ZTF20abatdly,SN2020ksb,0.093
ZTF20abatfzl,SN2020kui,0.1
ZTF20abatmsa,SN2020lbo,0.103
ZTF20abatows,SN2020ksl,0.0943601
ZTF20abavnaw,SN2020kzk,0.084
ZTF20abavxpk,SN2020kte,0.030227
ZTF20abawgdl,SN2020kpx,0.02291
ZTF20abawntz,SN2020kzn,0.078
ZTF20abawtpy,SN2020kzp,0.055
ZTF20abazekd,SN2020kta,0.054434
ZTF20abazgfi,SN2020ksj,0.09
ZTF20abbeeyt,SN2020kzo,0.09
ZTF20abbhyxu,SN2020kyx,0.031985
ZTF20abbihor,SN2020lcy,0.04
ZTF20abblqtl,SN2020lgo,0.106
ZTF20abbozif,SN2020lgh,0.09
ZTF20abbpory,SN2020lek,0.06
ZTF20abbrptu,SN2020ldi,0.03
ZTF20abcbxpj,SN2020lkq,0.085
ZTF20abccojn,SN2020lgk,0.11
ZTF20abcgjvq,SN2020lbf,0.056079
ZTF20abchhuw,SN2020lfe,0.025
ZTF20abcqpdj,SN2020lqo,0.0533
ZTF20abcsbux,SN2020lhh,0.09
ZTF20abcsjtx,SN2020lil,0.030703
ZTF20abctyza,SN2020lmg,0.101
ZTF20abcwuwg,SN2020lim,0.06
ZTF20abdajyr,SN2020lrd,0.06
ZTF20abdsunu,SN2020lql,0.054501
ZTF20abdtiti,SN2020lol,0.089
ZTF20abdxffu,SN2020lqr,0.0597
ZTF20abdxouw,SN2020mat,0.088
ZTF20abdxuew,SN2020lsj,0.07
ZTF20abdzrxo,SN2020lsc,0.037
ZTF20abedydu,SN2020mer,0.08
ZTF20abedygm,SN2020maw,0.092
ZTF20abedyov,SN2020mao,0.057
ZTF20abeeahl,SN2020mdd,0.0488
ZTF20abeeyrs,SN2020maz,0.08
ZTF20abeeytg,SN2020mba,0.04274
ZTF20abefaya,SN2020mbb,0.093
ZTF20abefbiq,SN2020mnw,0.0808
ZTF20abefbnz,SN2020lwl,0.068
ZTF20abefdvd,SN2020lwk,0.03918
ZTF20abefyha,SN2020mbw,0.06
ZTF20abefzfc,SN2020mes,0.08
ZTF20abegate,SN2020mby,0.05
ZTF20abeglzu,SN2020mbf,0.04735
ZTF20abehvas,SN2020mml,0.0658
ZTF20abeimho,SN2020men,0.075
ZTF20abejvpr,SN2020mkk,0.046
ZTF20abeldyn,SN2020mff,0.046
ZTF20abeljuj,SN2020mga,0.04
ZTF20abelnha,SN2020mfh,0.074
ZTF20abeoicg,SN2020mfx,0.0392
ZTF20abeolig,SN2020mfy,0.0624
ZTF20abeolsw,SN2020mkm,0.064058
ZTF20abeqsrm,SN2020mqp,0.048
ZTF20abfcsnk,SN2020mof,0.082
ZTF20abfemvr,SN2020mvm,0.07
ZTF20abffaxl,SN2020mqr,0.04106
ZTF20abfhway,SN2020nah,0.04689
ZTF20abfhzhm,SN2020msu,0.1
ZTF20abfklsy,SN2020mta,0.05
ZTF20abfqeef,SN2020mwl,0.061142
ZTF20abfsemq,SN2020nbo,0.05
ZTF20abfybms,SN2020mvl,0.06
ZTF20abfyriw,SN2020mvp,0.036091
ZTF20abgakbv,SN2020ndz,0.08
ZTF20abgaovd,SN2020nje,0.1
ZTF20abgbwmt,SN2020ndv,0.035
ZTF20abgbxfm,SN2020myi,0.073
ZTF20abgbxzn,SN2020myg,0.065
ZTF20abgdspk,SN2020mzc,0.114
ZTF20abgdtmv,SN2020mxd,0.08
ZTF20abgevcw,SN2020nbb,0.082549
ZTF20abgfekk,SN2020naj,0.05
ZTF20abgfljj,SN2020nei,0.062
ZTF20abgfvav,SN2020nia,0.095
ZTF20abghgix,SN2025hmd,0.0767
ZTF20abgijph,SN2020naz,0.091
ZTF20abgpksj,SN2020nin,0.06
ZTF20abguygh,SN2020nlh,0.0953
ZTF20abgwffm,SN2020nli,0.108
ZTF20abgwgqj,SN2020nlj,0.1
ZTF20abgzvff,SN2020nfr,0.025
ZTF20abhmnom,SN2020npk,0.07
ZTF20abhmqdn,SN2020npb,0.03846
ZTF20abhvnzc,SN2020nln,0.02784
ZTF20abhzgly,SN2020nmo,0.08
ZTF20abipuee,SN2020npt,0.05
ZTF20abisvtr,SN2020ntk,0.078
ZTF20abixkhh,SN2020nqw,0.044553
ZTF20abjbiqf,SN2020nxh,0.05
ZTF20abjcuep,SN2020nxk,0.08
ZTF20abjfufv,SN2020tfc,0.03
ZTF20abjkvyt,SN2020odj,0.07
ZTF20abjlaim,SN2020oaj,0.08
ZTF20abjwuju,SN2020ocw,0.08
ZTF20abjwuuv,SN2020ocv,0.063
ZTF20abjwvdh,SN2020oil,0.045
ZTF20abjxrhg,SN2020ohb,0.08
ZTF20abjxwga,SN2020oms,0.06506
ZTF20abkacis,SN2020orf,0.06
ZTF20abkcril,SN2020ofy,0.052
ZTF20abkdpsy,SN2020oij,0.021
ZTF20abkfhzy,SN2020omw,0.05
ZTF20abkgypx,SN2020pow,0.076
ZTF20ablagfg,SN2020ooz,0.08
ZTF20ableiem,SN2020orw,0.015651
ZTF20ablkswc,SN2020pld,0.08
ZTF20ablnjvp,SN2020oye,0.0538
ZTF20ablqbvc,SN2020piu,0.049005
ZTF20ablxtlp,SN2020ppe,0.0388
ZTF20abmapla,SN2020pmi,0.061619
ZTF20abmarcv,SN2020ppc,0.1
ZTF20abmbxrq,SN2020pxy,0.09
ZTF20abmbycd,SN2020pre,0.055174
ZTF20abmcxct,SN2020pna,0.030141
ZTF20abmdfcy,SN2020psv,0.0934577
ZTF20abmectx,SN2020prc,0.09
ZTF20abmsxxr,SN2020qey,0.1
ZTF20abmudrv,SN2020pst,0.046035
ZTF20abmxovj,SN2020pun,0.09
ZTF20abmxstg,SN2020pzx,0.1
ZTF20abmxtnh,SN2020qbw,0.05854
ZTF20abmzfql,SN2020pzv,0.074
ZTF20abndopb,SN2020qcf,0.06
ZTF20abnmahn,SN2020qci,0.0795
ZTF20abnrdse,SN2020qkw,0.075
ZTF20abodgpt,SN2020qnl,0.078
ZTF20aboquuv,SN2020qic,0.048
ZTF20abowpvf,SN2020qmh,0.082
ZTF20aboytyf,SN2020pyf,0.073
ZTF20aboyujf,SN2020qil,0.078
ZTF20abpeyat,SN2020qlr,0.087
ZTF20abpglei,SN2020qld,0.055
ZTF20abpqdgh,SN2020qql,0.076
ZTF20abptxls,SN2020qln,0.016
ZTF20abpuijn,SN2020qnz,0.06624
ZTF20abpuyau,SN2020qtr,0.05
ZTF20abpvolc,SN2020qrm,0.07
ZTF20abpyplw,SN2020qpy,0.067
ZTF20abpyxja,SN2020riy,0.05
ZTF20abqaqgv,SN2020qqn,0.045
ZTF20abqbzuv,SN2020qrz,0.02638
ZTF20abqcvtk,SN2020qxa,0.05
ZTF20abqefja,SN2020qto,0.0802
ZTF20abqfgee,SN2020qts,0.028
ZTF20abqgzhh,SN2020qvx,0.05
ZTF20abqhnqq,SN2020pwj,0.0828
ZTF20abqkmlp,SN2020rky,0.0834
ZTF20abqlawg,SN2020qwb,0.071064
ZTF20abqlgtv,SN2020rkt,0.103
ZTF20abqmtsh,SN2020qxs,0.025017
ZTF20abqnctf,SN2020qxr,0.091
ZTF20abqnztv,SN2020rak,0.07
ZTF20abqofgc,SN2020qxq,0.074
ZTF20abquppg,SN2020ram,0.068
ZTF20abrdvpj,SN2020rhz,0.1
ZTF20abrgyhd,SN2020rhi,0.066
ZTF20abrhlfb,SN2020rod,0.09
ZTF20abrnavu,SN2020rfu,0.08
ZTF20abrnklh,SN2020rfm,0.06
ZTF20abrnvwf,SN2020rer,0.08
ZTF20absfrbq,SN2020rsj,0.07
ZTF20absvtnc,SN2020rpn,0.035
ZTF20absvwdh,SN2020rke,0.068
ZTF20abswjae,SN2020roc,0.07427
ZTF20abszyjg,SN2020rsl,0.046
ZTF20abtcijp,SN2021iat,0.07
ZTF20abtctgr,SN2020rlj,0.039761
ZTF20abtfnpl,SN2020rll,0.04
ZTF20abthxfr,SN2020rli,0.074
ZTF20abtnpwt,SN2020row,0.129
ZTF20abtsecq,SN2020rpk,0.061
ZTF20abucjsa,SN2020rsi,0.043
ZTF20abucvpo,SN2020rtz,0.03
ZTF20abuojuw,SN2020rxe,0.07
ZTF20abupbub,SN2020rwg,0.04
ZTF20abushtf,SN2020rwf,0.08
ZTF20abuusst,SN2020rxh,0.09
ZTF20abvdtgl,SN2021ias,0.09224381
ZTF20abvowvw,SN2020rul,0.161
ZTF20abvtozi,SN2020rzx,0.045
ZTF20abvyare,SN2020ryi,0.047506
ZTF20abvyauy,SN2020rmg,0.04
ZTF20abvykmy,SN2020rws,0.052
ZTF20abwaoey,SN2020ryy,0.11
ZTF20abwavab,SN2020scm,0.03
ZTF20abwcnhm,SN2020sag,0.212
ZTF20abwdwoa,SN2020scj,0.103
ZTF20abweedo,SN2020rxz,0.039
ZTF20abwkqxd,SN2020scd,0.05
ZTF20abwktfx,SN2020saf,0.027035
ZTF20abwynwj,SN2020sbx,0.078
ZTF20abxcycq,SN2020scn,0.082073
ZTF20abxezim,SN2020seo,0.076813
ZTF20abxgwjr,SN2020sfn,0.069
ZTF20abxgxjd,SN2020skn,0.07
ZTF20abxhigx,SN2020rei,0.062
ZTF20abxidyb,SN2020sia,0.099
ZTF20abxjefm,SN2020sga,0.079
ZTF20abxpzxg,SN2020sin,0.094
ZTF20abxrsjb,SN2020sgh,0.07
ZTF20abxyfye,SN2020sha,0.06
ZTF20abxzrqw,SN2020sko,0.052
ZTF20abyfgri,SN2020skd,0.06
ZTF20abygigy,SN2020skp,0.082
ZTF20abyiohf,SN2020sup,0.085
ZTF20abyiycy,SN2020smn,0.07
ZTF20abyjopm,SN2020spd,0.111
ZTF20abyjoxb,SN2020svi,0.085
ZTF20abyjpxx,SN2020tdw,0.093
ZTF20abylbuf,SN2020sme,0.0468
ZTF20abypkpz,SN2020tko,0.064
ZTF20abyppuk,SN2020tct,0.08
ZTF20abyptpc,SN2020ssf,0.01335
ZTF20abyqdyg,SN2020ssk,0.109
ZTF20abyskia,SN2020tcp,0.08
ZTF20abyvtds,SN2020stk,0.061
ZTF20abywpkl,SN2020sud,0.06
ZTF20abywspv,SN2020swx,0.09
ZTF20abyxnjo,SN2020tat,0.08
ZTF20abyxuky,SN2020tgi,0.08
ZTF20abyyfmw,SN2020szr,0.02581
ZTF20abyzbxa,SN2020tel,0.08
ZTF20abyzgzj,SN2020tdp,0.06
ZTF20abzaknn,SN2020til,0.048
ZTF20abzbfct,SN2020tkp,0.035
ZTF20abzcokv,SN2020tfd,0.055
ZTF20abzetdf,SN2020tft,0.07
ZTF20abzfoyg,SN2020tns,0.075
ZTF20abzgfhl,SN2020tvd,0.08
ZTF20abzjads,SN2020tnw,0.075
ZTF20abzjpsv,SN2020tip,0.103
ZTF20abzjvse,SN2020thn,0.08
ZTF20abzpxxu,SN2020tub,0.09
ZTF20acaczen,SN2020tjo,0.087
ZTF20acaczvl,SN2024aamr,0.084302
ZTF20acajvrj,SN2020ttg,0.167
ZTF20acauthg,SN2020tqn,0.08
ZTF20acbakkg,SN2020ttf,0.038
ZTF20acbeanu,SN2020txg,0.06
ZTF20acberbd,SN2020tgf,0.07
ZTF20acberfr,SN2020tto,0.09
ZTF20acbnoqi,SN2020tul,0.087
ZTF20acbnwyb,SN2020uan,0.06
ZTF20accagnf,SN2020udz,0.06
ZTF20acchxpm,SN2020ubu,0.08
ZTF20accodxy,SN2020uog,0.075
ZTF20accovje,SN2020uam,0.094
ZTF20accsfkt,SN2020tzb,0.08
ZTF20acctbbw,SN2020tzl,0.05
ZTF20accxqqo,SN2020ubl,0.04
ZTF20accxzmn,SN2020ucf,0.051
ZTF20acdafau,SN2020uec,0.016
ZTF20acdalpf,SN2020uma,0.076
ZTF20acduffd,SN2020uea,0.019544
ZTF20aceqoer,SN2020ule,0.11
ZTF20acexvcz,SN2020ugv,0.068
ZTF20acezpem,SN2020uhi,0.07
ZTF20acfaonm,SN2020uki,0.073618
ZTF20acfasbq,SN2020ugz,0.047
ZTF20acflmyv,SN2020ulz,0.103
ZTF20acfnuee,SN2020ukg,0.061
ZTF20acfviac,SN2020uly,0.038
ZTF20acfvsze,SN2020uye,0.06
ZTF20acgdycd,SN2020upi,0.066
ZTF20acggxac,SN2020vah,0.093
ZTF20acggzxc,SN2020uwc,0.084
ZTF20acgmqgv,SN2020uwn,0.055
ZTF20acgmvsn,SN2020ust,0.081
ZTF20acgnbvv,SN2020uvg,0.05
ZTF20acgnrqu,SN2020uzv,0.046
ZTF20acgnzhj,SN2020vdm,0.06
ZTF20acgpngg,SN2020uwo,0.053067
ZTF20acgpqqr,SN2020uvf,0.05951
ZTF20acgremo,SN2020uvj,0.05
ZTF20acgsvwb,SN2020vav,0.05
ZTF20acgyvgs,SN2020vgd,0.761
ZTF20acgzjje,SN2020vco,0.05751
ZTF20acgznau,SN2020vas,0.07
ZTF20achadaa,SN2020var,0.0369
ZTF20achatyv,SN2020uyr,0.067767
ZTF20achawym,SN2020vcc,0.02746
ZTF20achaxvo,SN2020vbs,0.054604
ZTF20achbekh,SN2020uzw,0.0744
ZTF20achdcni,SN2020vgi,0.106246
ZTF20achdwmq,SN2020vax,0.06
ZTF20achfdib,SN2020vaw,0.017
ZTF20achkgng,SN2020vba,0.154
ZTF20achksbc,SN2020vaf,0.076
ZTF20achlced,SN2020uxz,0.008246
ZTF20achmgee,SN2020vnq,0.075
ZTF20achncqp,SN2020vqg,0.1
ZTF20achncxi,SN2020vay,0.09
ZTF20achptde,SN2020ver,0.077
ZTF20achsoln,SN2020vgk,0.079
ZTF20achstwk,SN2020vnr,0.259
ZTF20achtpbn,SN2020wap,0.1
ZTF20achtxbi,SN2020vex,0.126
ZTF20achtzug,SN2020vey,0.017869
ZTF20achvmjr,SN2020vee,0.055635
ZTF20achvmoj,SN2020vdz,0.040822
ZTF20achwpvs,SN2020wdq,0.08
ZTF20achzugy,SN2020wcn,0.048
ZTF20aciaxil,SN2020vnl,0.074
ZTF20aciigcw,SN2020vzp,0.063
ZTF20acikuon,SN2020wcj,0.0237
ZTF20acimjmc,SN2020vzj,0.032562
ZTF20aciowcm,SN2020vxp,0.09
ZTF20acisbek,SN2020wio,0.064094
ZTF20acitbmh,SN2020wie,0.07
ZTF20acithxf,SN2020wgo,0.076326
ZTF20aciuakv,SN2020wgr,0.03496
ZTF20aciudrr,SN2020wht,0.099621
ZTF20aciugdl,SN2020wtp,0.07
ZTF20acizliy,SN2020wob,0.065
ZTF20acjetyf,SN2020xne,0.033
ZTF20acjfimy,SN2020wop,0.073
ZTF20acjhhqx,SN2020xba,0.04
ZTF20acjlkpe,SN2020xcz,0.07
ZTF20acjutba,SN2020wza,0.072
ZTF20acjzzyr,SN2020ygy,0.065
ZTF20ackdkva,SN2020xyh,0.11
ZTF20ackhzba,SN2020xsr,0.064
ZTF20ackitai,SN2020xqb,0.037
ZTF20aclflxd,SN2020ycp,0.08
ZTF20aclggpx,SN2020yfc,0.078
ZTF20aclgnds,SN2020xmc,0.086
ZTF20aclkcuu,SN2020xps,0.07
ZTF20aclkuqh,SN2020xpk,0.03
ZTF20aclkyhj,SN2020yef,0.053
ZTF20aclnsts,SN2020xpt,0.065514
ZTF20aclpdmt,SN2024ccf,0.045
ZTF20aclwowi,SN2020xvc,0.1
ZTF20aclxbwk,SN2020xuw,0.074975
ZTF20acmafkf,SN2020yia,0.12
ZTF20acmddof,SN2020xuv,0.06
ZTF20acmfacr,SN2020yff,0.07
ZTF20acmzoxo,SN2020yfw,0.028
ZTF20acnigox,SN2020ygj,0.07
ZTF20acnrphs,SN2020yig,0.05
ZTF20acnsgdb,SN2020yhb,0.07
ZTF20acnsinb,SN2020yhn,0.055
ZTF20acntqoh,SN2020yhd,0.06
ZTF20acnviyk,SN2020yhj,0.092
ZTF20acnyxln,SN2020yjf,0.055
ZTF20acnznol,SN2020yje,0.032312
ZTF20acoaqpm,SN2020ypf,0.08
ZTF20acobevy,SN2020yub,0.08
ZTF20acobvxk,SN2020ymv,0.08
ZTF20acogesf,SN2020ykj,0.06
ZTF20acojxtb,SN2020ymu,0.05
ZTF20acoojba,SN2020yxl,0.117
ZTF20acoqlav,SN2020yvj,0.09
ZTF20acoqlrd,SN2020ytj,0.111
ZTF20acordqz,SN2020ytn,0.059
ZTF20acoredl,SN2020yti,0.05796
ZTF20acosehg,SN2020yem,0.08
ZTF20acovdho,SN2020yvg,0.096
ZTF20acovrzx,SN2020yzs,0.0672
ZTF20acowata,SN2020yuz,0.098
ZTF20acowddo,SN2020yyg,0.051
ZTF20acowpur,SN2020yzw,0.063
ZTF20acowuix,SN2020ywh,0.088
ZTF20acoxdas,SN2020yuw,0.145
ZTF20acoyfpk,SN2020yvu,0.01
ZTF20acoykif,SN2020ywf,0.121
ZTF20acoyvdg,SN2020ywi,0.091
ZTF20acoyyly,SN2020ywm,0.047553
ZTF20acpbbqf,SN2020yvs,0.0445
ZTF20acpcuwx,SN2020yxd,0.05
ZTF20acpdrab,SN2020yzv,0.073
ZTF20acpgnej,SN2020yzg,0.032249
ZTF20acpgzif,SN2020zci,0.06877
ZTF20acphbem,SN2020zhd,0.08
ZTF20acphcdv,SN2020aabx,0.088
ZTF20acphdbu,SN2020zgu,0.04136
ZTF20acpjfln,SN2020zfn,0.04
ZTF20acpkjsn,SN2020zbc,0.056
ZTF20acpkled,SN2020zfp,0.091
ZTF20acpklpq,SN2020zwg,0.09
ZTF20acpknjk,SN2020zgh,0.124
ZTF20acpkpla,SN2020zgc,0.0676
ZTF20acpkqhq,SN2020zbk,0.09
ZTF20acpksoc,SN2020zfr,0.434
ZTF20acplhku,SN2020zfu,0.074
ZTF20acplqek,SN2020zjf,0.083
ZTF20acpmgdz,SN2020zhh,0.04
ZTF20acpprmy,SN2020zwe,0.08
ZTF20acpqagp,SN2020ziz,0.087971
ZTF20acptdpf,SN2020zpg,0.08
ZTF20acpujxl,SN2020zjn,0.04
ZTF20acpumut,SN2020zjo,0.077
ZTF20acpvxmk,SN2020znj,0.0384
ZTF20acpwmui,SN2020zka,0.095
ZTF20acpxvez,SN2020zko,0.050826
ZTF20acpyaap,SN2020zkt,0.02
ZTF20acpylns,SN2020zlc,0.076388
ZTF20acqelhh,SN2020zpe,0.06
ZTF20acqksdi,SN2020zpi,0.037056
ZTF20acqlfwb,SN2020zpx,0.08
ZTF20acquetr,SN2020zsp,0.030791
ZTF20acqvgav,SN2020aadq,0.1
ZTF20acqzjqz,SN2020aabz,0.0241
ZTF20acqzpta,SN2020aaez,0.071354
ZTF20acrdadi,SN2020aarh,0.074
ZTF20acrdemq,SN2020aaeu,0.078
ZTF20acrerzb,SN2020aajf,0.07
ZTF20acrheie,SN2020aarw,0.049431
ZTF20acrhrcy,SN2020aajp,0.1
ZTF20acrqeje,SN2020aajo,0.06
ZTF20acrudzk,SN2020aakx,0.04
ZTF20acrufey,SN2020aaly,0.06
ZTF20acrxrfv,SN2020aaxa,0.086
ZTF20acsdykp,SN2020aaxd,0.1
ZTF20acsesce,SN2020aatr,0.05273
ZTF20acsfdnn,SN2020aawb,0.112
ZTF20actddoh,SN2020aatc,0.015254
ZTF20actdeqw,SN2020abfd,0.045
ZTF20actfeym,SN2020aaue,0.055905
ZTF20actiymd,SN2020aauk,0.039434
ZTF20actjbaf,SN2020aaul,0.08
ZTF20actljfs,SN2020aaym,0.06
ZTF20actoakx,SN2020aawr,0.03
ZTF20actpatx,SN2020aaxo,0.058
ZTF20actpuan,SN2020abfl,0.075
ZTF20actrovz,SN2020aazy,0.068
ZTF20actskcf,SN2020abfa,0.028023
ZTF20actveqm,SN2020abcg,0.248
ZTF20actvfgr,SN2020abab,0.088376
ZTF20actvlbq,SN2020abaf,0.083038
ZTF20actvpyc,SN2020aazq,0.058
ZTF20acucbek,SN2020abcl,0.038913
ZTF20acudkao,SN2020abcn,0.038306
ZTF20acugxbm,SN2020abdv,0.026218
ZTF20acuimtq,SN2020abdq,0.069
ZTF20acujaft,SN2020abgn,0.068
ZTF20acukxat,SN2020abiu,0.042546
ZTF20aculruc,SN2020abij,0.071
ZTF20acumcrz,SN2020abln,0.054
ZTF20acumrio,SN2020abkj,0.05
ZTF20acumxrh,SN2020abjl,0.07
ZTF20acuobve,SN2020abso,0.07
ZTF20acuoclk,SN2020abqd,0.082
ZTF20acuosvy,SN2020abgq,0.008076
ZTF20acuowxj,SN2020abqo,0.065
ZTF20acuoxrx,SN2020abip,0.034407
ZTF20acurrzb,SN2020abkn,0.126
ZTF20acurtpj,SN2020abom,0.041
ZTF20acusneh,SN2020abox,0.054
ZTF20acuspji,SN2020abks,0.055879
ZTF20acusqsp,SN2020abkq,0.062
ZTF20acuzfpk,SN2020abqy,0.057
ZTF20acuzjqk,SN2020abno,0.07
ZTF20acuzlib,SN2020abol,0.08
ZTF20acvchhw,SN2020abpu,0.046
ZTF20acvdqtg,SN2020abrp,0.077
ZTF20acvejem,SN2020ackf,0.063
ZTF20acviwcr,SN2020abtb,0.03587
ZTF20acvkjrm,SN2020abun,0.090698
ZTF20acvkqxy,SN2020abve,0.063327
ZTF20acvrkrm,SN2024wuj,0.0747
ZTF20acvsgsm,SN2024vsf,0.075
ZTF20acvziuf,SN2020acch,0.017072
ZTF20acwcfvx,SN2020acaf,0.077154
ZTF20acwdnbw,SN2020acfj,0.07
ZTF20acwfanr,SN2020ackg,0.05585
ZTF20acwfcfs,SN2020acdl,0.035546
ZTF20acwgnxk,SN2020acfh,0.039
ZTF20acwkvgj,SN2020acdv,0.06
ZTF20acwkwqn,SN2020acdw,0.07
ZTF20acwmpsj,SN2020acdo,0.0518
ZTF20acwncbd,SN2020acoe,0.087
ZTF20acwoamm,SN2020aced,0.067
ZTF20acwomqh,SN2020aciv,0.0686
ZTF20acwozwz,SN2020aceg,0.06
ZTF20acwpaov,SN2020acfq,0.05913
ZTF20acwpfvq,SN2020acei,0.082
ZTF20acwphqb,SN2020acej,0.095
ZTF20acwpixx,SN2020aceu,0.077451
ZTF20acwqkuz,SN2020acqv,0.08
ZTF20acwqlpq,SN2020acez,0.071951
ZTF20acwqndp,SN2020acjw,0.053139
ZTF20acwtqim,SN2024uns,0.022
ZTF20acwtsrd,SN2024zao,0.038
ZTF20acwxbyr,SN2020acvf,0.086093
ZTF20acwyihb,SN2020acif,0.062157
ZTF20acwyoxc,SN2020acjy,0.075545
ZTF20acxbbaj,SN2020acmm,0.107
ZTF20acxbnjd,SN2020acmn,0.077
ZTF20acxdawc,SN2020acmf,0.025318
ZTF20acxncha,SN2020adfe,0.048
ZTF20acxooam,SN2020adbx,0.09
ZTF20acxpurh,SN2020acts,0.06
ZTF20acxpvhu,SN2020adgj,0.09
ZTF20acxtewc,SN2020acrr,0.0363
ZTF20acxvvnf,SN2020adle,0.05
ZTF20acxzkkf,SN2020acvm,0.043245
ZTF20acxznai,SN2020acwt,0.069
ZTF20acxzqyp,SN2020aczg,0.03
ZTF20acyjrsl,SN2020acze,0.04106478941915
ZTF20acynaba,SN2020adcp,0.07
ZTF20acyntiu,SN2020adfb,0.11
ZTF20acyrhbo,SN2020adeu,0.073
ZTF20acyrodl,SN2020aepp,0.049024
ZTF20acyvbhj,SN2020adlp,0.078466
ZTF20acyvzbr,SN2020adld,0.05456
ZTF20acyvzef,SN2020admd,0.03862
ZTF20acywbes,SN2020adii,0.0450769998
ZTF20acywefl,SN2020adka,0.058596
ZTF20acyxrez,SN2020adkc,0.0917
ZTF20acyyavb,SN2020aeth,0.0480665
ZTF20acyybvq,SN2020adhz,0.078
ZTF20acyybwo,SN2020adij,0.071378
ZTF20aczacag,SN2020adjx,0.04106478941915
ZTF20aczsjzc,SN2020aejg,0.07711
ZTF20acztnts,SN2020adqq,0.068197
ZTF20adadffg,SN2020adqu,0.07
ZTF20adadmsg,SN2020aeko,0.07
ZTF20adadrdh,SN2020aett,0.081
ZTF20adadsgm,SN2020admb,0.044
ZTF20adadshh,SN2020adqy,0.011565
ZTF20adaftef,SN2020adra,0.084025
ZTF21aaaawur,SN2021mw,0.06
ZTF21aaabaey,SN2021F,0.065734
ZTF21aaabubo,SN2020aerf,0.08
ZTF21aaabucr,SN2021dj,0.07
ZTF21aaabviz,SN2020aeqp,0.06
ZTF21aaabvjk,SN2021K,0.016385
ZTF21aaabvkj,SN2020aesn,0.077146
ZTF21aaabzap,SN2021bb,0.086532
ZTF21aaabzsj,SN2021R,0.057352
ZTF21aaaewsb,SN2021ae,0.178
ZTF21aaafgmv,SN2021aa,0.079
ZTF21aaafzwx,SN2021hq,0.08
ZTF21aaahtln,SN2021gd,0.076427
ZTF21aaahzpr,SN2021pp,0.246
ZTF21aaaldio,SN2021cp,0.077
ZTF21aaampui,SN2021dn,0.015514
ZTF21aaaodzf,SN2021dz,0.031582
ZTF21aaaosmn,SN2021ct,0.037513
ZTF21aaaotku,SN2021cn,0.087927
ZTF21aaaoviv,SN2021cs,0.065883
ZTF21aaasxel,SN2021aoe,0.088
ZTF21aaavhbu,SN2021fl,0.07666
ZTF21aabcyvd,SN2021iu,0.028143
ZTF21aabhxxj,SN2021ls,0.04
ZTF21aabvqlo,SN2021rx,0.080178
ZTF21aacvhsc,SN2021xn,0.013
ZTF21aacvupj,SN2021xj,0.056
ZTF21aaczpca,SN2021wh,0.035
ZTF21aadezmh,SN2020hfs,
ZTF21aaekvbn,SN2024at,0.055255
ZTF21aaeoxfd,SN2021apk,0.0803
ZTF21aaespww,SN2021akj,0.05
