ZTFID,IAUID,host_redshift
ZTF24abuvjgs,SN2024acxl,0.08
ZTF24abuvnmi,SN2024acsc,0.054
ZTF24abuyefl,SN2024acyc,0.048
ZTF24abvgnzs,SN2024adet,0.06341
ZTF24abvgtut,SN2024adjp,0.023016
ZTF24abvkpjr,SN2024adac,0.078
ZTF24abvkugf,SN2024adhw,0.0575
ZTF24abvtglw,SN2024adhr,0.06
ZTF24abvtoyo,SN2024adih,0.085
ZTF24abvyngn,SN2024adnd,0.058154
ZTF24abwbjpg,SN2024adkc,0.036
ZTF24abwsvdz,SN2024adix,0.021035
ZTF24abxvcyp,SN2024adyk,0.077103
ZTF24abxvoop,SN2024aecd,0.035
ZTF24abxvulk,SN2024aecj,0.04
ZTF24abxvvfi,SN2024adzk,0.078
ZTF24abxwizt,SN2024adwu,0.059
ZTF24abxwjab,SN2024aecm,0.039264
ZTF24abxxfzd,SN2024adzr,0.1
ZTF24abxyblh,SN2024aemw,0.079
ZTF24abxzhim,SN2024aedt,0.018413
ZTF24abyatmu,SN2024aecp,0.057979
ZTF24abydqbu,SN2024aeko,0.067
ZTF24abyfijk,SN2024aegm,0.024617
ZTF24abyhmba,SN2024aejw,0.04694
ZTF24abyipps,SN2024aeiu,0.071
ZTF24abyityc,SN2024aenp,0.08
ZTF24abyiwhq,SN2024aemk,0.05
ZTF24abyksvh,SN2024aejs,0.064
ZTF24abytspv,SN2024aeoi,0.16
ZTF24abyystl,SN2024aeul,0.055648
ZTF24abyzbkt,SN2024aeuj,0.0713
ZTF24abzasaz,SN2024aeqc,0.05
ZTF24abzatfh,SN2024aeuh,0.031
ZTF24abzklro,SN2024aeup,0.0582
ZTF24abzlfhf,SN2024aevp,0.017
ZTF24abzvskp,SN2024agia,0.06696
ZTF24abzwwli,SN2024agmj,0.075436
ZTF24acahwtt,SN2024agma,0.094196
ZTF25aaaawig,SN2025bq,0.072
ZTF25aaabezb,SN2024agkr,0.073
ZTF25aaabnxh,SN2024agkq,0.06
ZTF25aaadxsn,SN2025cl,0.08
ZTF25aaafbbk,SN2025N,0.04
ZTF25aaahknq,SN2025E,0.035
ZTF25aaamyjq,SN2025av,0.07
ZTF25aaapgir,SN2025fj,0.0815
ZTF25aaapqqt,SN2025gx,0.1
ZTF25aaasxhh,SN2025dd,0.085645
ZTF25aaathgi,SN2025kt,0.055552
ZTF25aaazuaw,SN2025el,0.0738
ZTF25aaazubi,SN2025gr,0.03156
ZTF25aaazugo,SN2025dw,0.045038
ZTF25aabjdvo,SN2025kr,0.06569
ZTF25aabmhdd,SN2025hf,0.07
ZTF25aabmhly,SN2025gj,0.0077
ZTF25aabmjel,SN2025fp,0.06
ZTF25aabmkua,SN2025hr,0.075
ZTF25aabotnk,SN2025kx,0.06
ZTF25aabowed,SN2025kl,0.058
ZTF25aabpoxz,SN2025kd,0.0425
ZTF25aabqdqc,SN2025kk,0.04
ZTF25aabreke,SN2025kj,0.04
ZTF25aabsnwc,SN2025kw,0.04
ZTF25aabsnyf,SN2025gp,0.03
ZTF25aabvekt,SN2025ms,0.046
ZTF25aabvhns,SN2025mp,0.0425
ZTF25aabwjuw,SN2025nc,0.063512
ZTF25aabylly,SN2025ou,0.0453
ZTF25aacedrs,SN2025nr,0.031659
ZTF25aacfbem,SN2025wl,0.1
ZTF25aacljcu,SN2025yz,0.038353
ZTF25aacnour,SN2025abs,0.04
ZTF25aacqvcq,SN2025aab,0.0295
ZTF25aadcylv,SN2025aec,0.055
ZTF25aadfajb,SN2025apl,0.04
ZTF25aadfktz,SN2025aoz,0.063
ZTF25aadfkug,SN2025aio,0.071
ZTF25aadgckg,SN2025asr,0.04
ZTF25aadkeon,SN2025ard,0.0478
ZTF25aadlkpv,SN2025akj,0.038273
ZTF25aadnsyh,SN2025apa,0.061179
ZTF25aadntob,SN2025apb,0.082285
ZTF25aadnujq,SN2025aqn,0.08058508
ZTF25aadobka,SN2025awg,0.09
ZTF25aadtdef,SN2025arb,0.02635
ZTF25aaekcfy,SN2025azh,0.056
ZTF25aafdwin,SN2025bdb,0.037
ZTF25aafeedj,SN2025azi,0.082
ZTF25aafezal,SN2025bec,0.042
ZTF25aafifce,SN2025bdc,0.041
ZTF25aafifqa,SN2025bbw,0.081
ZTF25aafkcir,SN2025beu,0.061
ZTF25aafkily,SN2025azf,0.053
ZTF25aafoflc,SN2025ayo,0.052
ZTF25aafpqvd,SN2025btt,0.09
ZTF25aafpsjf,SN2025bqy,0.05
ZTF25aafsrzj,SN2025bvc,0.082
ZTF25aafszil,SN2025ccu,0.06939
ZTF25aaftdla,SN2025bvs,0.047
ZTF25aafulfd,SN2025bwd,0.065
ZTF25aafvgfi,SN2025cjw,0.023
ZTF25aafvqth,SN2025bxx,0.073932
ZTF25aafwcmp,SN2025byc,0.06445
ZTF25aafwfof,SN2025cay,0.059
ZTF25aafwxov,SN2025byq,0.023
ZTF25aagbdyg,SN2025cax,0.0638
ZTF25aagbsgv,SN2025cae,0.05690593
ZTF25aagbtlp,SN2025cff,0.041298
ZTF25aageefz,SN2025chq,0.072
ZTF25aagezfh,SN2025cfs,0.073
ZTF25aagfpoi,SN2025acv,0.032709
ZTF25aaggcmf,SN2025ceq,0.07353368
ZTF25aaggdnf,SN2025cdv,0.07
ZTF25aaggugu,SN2025clj,0.071
ZTF25aagjcul,SN2025ckx,0.05165
ZTF25aagoicl,SN2025cih,0.051
ZTF25aagufmn,SN2025cpj,0.07847
ZTF25aagvkqj,SN2025clq,0.08
ZTF25aahrlwa,SN2025cuf,0.023717
ZTF25aahtbjr,SN2025cxn,0.07
ZTF25aahtica,SN2025dcb,0.08
ZTF25aahxijy,SN2025bzk,0.05
ZTF25aaidlpx,SN2025cxh,0.0608
ZTF25aaiitra,SN2025dbn,0.079
ZTF25aailxex,SN2025dbx,0.025895
ZTF25aaiokdh,SN2025dio,0.076102
ZTF25aaiouoy,SN2025dkj,0.04686419
ZTF25aaipaml,SN2025dva,0.047
ZTF25aaipveb,SN2025dis,0.082
ZTF25aaipwch,SN2025dir,0.0765
ZTF25aairaww,SN2025dov,0.063516
ZTF25aairenk,SN2025dkh,0.079
ZTF25aairncf,SN2025djn,0.034
ZTF25aaisfid,SN2025ddd,0.05
ZTF25aaisnsy,SN2025dyv,0.038
ZTF25aaitagu,SN2025dvd,0.064
ZTF25aaitagy,SN2025dvc,0.065232
ZTF25aaittoe,SN2025dgp,0.075094
ZTF25aaittqc,SN2025dhv,0.04066
ZTF25aaiushx,SN2025dyo,0.039
ZTF25aaiwalj,SN2025efc,0.0163
ZTF25aaixenf,SN2025eqg,0.05
ZTF25aaiyxzl,SN2025eum,0.065
ZTF25aaizkcc,SN2025eqm,0.065
ZTF25aaizkhw,SN2025eqf,0.042
ZTF25aaizniw,SN2025ern,0.08
ZTF25aajawti,SN2025eru,0.073988
ZTF25aajcusp,SN2025erh,0.023245
ZTF25aajfota,SN2025far,0.079
ZTF25aajghtw,SN2025eui,0.09039983
ZTF25aajgoqd,SN2025evd,0.043
ZTF25aajitmc,SN2025evb,0.0765463
ZTF25aajiutj,SN2025euz,0.03918337
ZTF25aajoapm,SN2025fax,0.069
ZTF25aajobsh,SN2025fae,0.058
ZTF25aajqewt,SN2025fbf,0.035231
ZTF25aajqkdo,SN2025fel,0.025386
ZTF25aajsaas,SN2025fca,0.055502
ZTF25aajupcd,SN2025fmw,0.06
ZTF25aakatwx,SN2025ftb,0.086
ZTF25aakatxm,SN2025fua,0.09
ZTF25aakbqpl,SN2025fod,0.05177
ZTF25aakbssn,SN2025ftp,0.05
ZTF25aakgmne,SN2025fnx,0.1
ZTF25aakhmwn,SN2025fuo,0.07
ZTF25aaklxxk,SN2025frc,0.061
ZTF25aakoamh,SN2025fto,0.08
ZTF25aakrsbo,SN2025ftn,0.051
ZTF25aaktqzg,SN2025fvw,0.0061
ZTF25aaldcfz,SN2025fxb,0.073
ZTF25aaldwkh,SN2025glr,0.085
ZTF25aallbvg,SN2025fww,0.1
ZTF25aalldzz,SN2025gec,0.03
ZTF25aalpmfp,SN2025glz,0.054
ZTF25aalpqkg,SN2025gvq,0.03476859
ZTF25aalqrrk,SN2025gvy,0.051
ZTF25aalqsel,SN2025gxr,0.07
ZTF25aalrorp,SN2025hcw,0.075083
ZTF25aalrums,SN2025gzd,0.059828
ZTF25aalsxks,SN2025hbn,0.04
ZTF25aaluemf,SN2025gtc,0.08
ZTF25aaluens,SN2025gef,0.04
ZTF25aalufla,SN2025gsk,0.05
ZTF25aalughb,SN2025gxs,0.02409
ZTF25aaluvkb,SN2025gzm,0.03934
ZTF25aaluyhj,SN2025gzh,0.068
ZTF25aalyccn,SN2025hcx,0.094526
ZTF25aalycqc,SN2025gyz,0.09
ZTF25aamisyt,SN2025acau,0.063
ZTF25aamqhpc,SN2025hpl,0.06
ZTF25aamrath,SN2025hes,0.049751
ZTF25aanbchm,SN2025hma,0.0835
ZTF25aanbcou,SN2025hlu,0.06
ZTF25aanbdft,SN2025hjv,0.074096
ZTF25aanblle,SN2025hzd,0.079032
ZTF25aancloh,SN2025hte,0.08
ZTF25aanfaxg,SN2025htf,0.085
ZTF25aangnvu,SN2025hlv,0.074
ZTF25aanitpo,SN2025hnr,0.06
ZTF25aankptu,SN2025iah,0.08
ZTF25aankqhe,SN2025hnv,0.052
ZTF25aanlfdo,SN2025hxl,0.071
ZTF25aanmgrm,SN2025ian,0.05
ZTF25aanmuym,SN2025hwp,0.071
ZTF25aanpulo,SN2025hxn,0.069
ZTF25aanxipy,SN2025iaa,0.064
ZTF25aaoefsh,SN2025iik,0.04
ZTF25aaohnzw,SN2025iic,0.09
ZTF25aaopvlb,SN2025imc,0.053
ZTF25aaoqltj,SN2025iqz,0.033
ZTF25aaortzp,SN2025ixe,0.076
ZTF25aaoruek,SN2025ixn,0.038224
ZTF25aaowtpy,SN2025ina,0.037963
ZTF25aaowwja,SN2025iwa,0.094332
ZTF25aaowwuh,SN2025izf,0.08225
ZTF25aaoxgwp,SN2025ius,0.083
ZTF25aapdivq,SN2025ixf,0.06241
ZTF25aapdkvl,SN2025ixj,0.066
ZTF25aapgumb,SN2025kil,0.076
ZTF25aapgxhg,SN2025khu,0.063
ZTF25aapjaog,SN2025jak,0.065
ZTF25aapjruy,SN2025jae,0.057416
ZTF25aaplvcd,SN2025ima,0.045
ZTF25aaplvcg,SN2025izs,0.05296
ZTF25aapnvqx,SN2025joi,0.07
ZTF25aapqpbo,SN2025klw,0.076
ZTF25aapqvqk,SN2025kdt,0.058
ZTF25aaprgoz,SN2025kef,0.08
ZTF25aapuibm,SN2025jxn,0.078733
ZTF25aapuyuf,SN2025knp,0.05
ZTF25aapvizs,SN2025kgw,0.084
ZTF25aapwhnu,SN2025jos,0.032737
ZTF25aapwsyj,SN2025khn,0.056
ZTF25aapwxhm,SN2025khl,0.044
ZTF25aaqfffi,SN2025kki,0.06
ZTF25aaqfvek,SN2025kli,0.0697
ZTF25aaqgorp,SN2025klo,0.0822003
ZTF25aaqgttb,SN2025klc,0.080568
ZTF25aaqiijt,SN2025kmt,0.054
ZTF25aaqiwar,SN2025krj,0.071713
ZTF25aaqkhyr,SN2025ktt,0.08
ZTF25aaqkvza,SN2025kny,0.073
ZTF25aaqoukg,SN2025krk,0.015974
ZTF25aaqsnsq,SN2025kuy,0.0655
ZTF25aaqwcvn,SN2025mcn,0.059
ZTF25aaqxchy,SN2025lhl,0.056
ZTF25aaqylva,SN2025ldk,0.055412
ZTF25aaqyssy,SN2025kyu,0.06
ZTF25aaraels,SN2025kyf,0.05792
ZTF25aareirf,SN2025kum,0.074
ZTF25aargzjz,SN2025lsp,0.044
ZTF25aarrwlq,SN2025mhq,0.064
ZTF25aarsdkv,SN2025miy,0.06
ZTF25aaruqqa,SN2025lxn,0.05499
ZTF25aarwoeg,SN2025lyf,0.034
ZTF25aarxine,SN2025lzc,0.02421876
ZTF25aasaydc,SN2025lyj,0.060489
ZTF25aascfmn,SN2025mhp,0.0463
ZTF25aasctdu,SN2025mbk,0.084
ZTF25aasfkmy,SN2025lxp,0.045
ZTF25aasnrmc,SN2025lws,0.07
ZTF25aasrort,SN2025mpd,0.084
ZTF25aasrzlo,SN2025mpb,0.074
ZTF25aatbdjl,SN2025mma,0.076119
ZTF25aatdvzt,SN2025msz,0.016692
ZTF25aatnbdo,SN2025mxw,0.08125
ZTF25aatoasz,SN2025mvm,0.05
ZTF25aatoqiw,SN2025mwd,0.08017511
ZTF25aatruwp,SN2025mzr,0.1
ZTF25aatrvpg,SN2025mzz,0.065961
ZTF25aatupjy,SN2025ncq,0.08583
ZTF25aatvtvy,SN2025mxn,0.04
ZTF25aatxnwx,SN2025nac,0.030324
ZTF25aatzejc,SN2025nbr,0.081
ZTF25aaugeir,SN2025ndb,0.078
ZTF25aaugemf,SN2025nej,0.03933907
ZTF25aauhbwo,SN2025nff,0.083
ZTF25aauijjd,SN2025ngg,0.025438
ZTF25aauurnj,SN2025nmd,0.08
ZTF25aavcbih,SN2025nmw,0.045
ZTF25aavdmzf,SN2025nou,0.040716
ZTF25aavgmld,SN2025npf,0.091
ZTF25aavikep,SN2025oai,0.059
ZTF25aavikwq,SN2025nql,0.086
ZTF25aavilsy,SN2025nqm,0.0823
ZTF25aavivut,SN2025oel,0.0632
ZTF25aavmwrf,SN2025nxh,0.080787
ZTF25aavpdtz,SN2025odd,0.069
ZTF25aavsjkg,SN2025obr,0.06
ZTF25aavsycu,SN2025ola,0.085
ZTF25aavykre,SN2025okr,0.081
ZTF25aawjnuz,SN2025ost,0.0505
ZTF25aawlldt,SN2025ozo,0.105
ZTF25aawnphj,SN2025onz,0.06
ZTF25aawscge,SN2025owi,0.055
ZTF25aaxbflr,SN2025ozn,0.081
ZTF25aaxeojh,SN2025ows,0.049
ZTF25aaxiwgb,SN2025pdu,0.08
ZTF25aaxjzzz,SN2025oxz,0.034702
ZTF25aaxnchn,SN2025oxy,0.01634
ZTF25aaxrqam,SN2025pjc,0.04233208
ZTF25aaxzllv,SN2025piy,0.04752
ZTF25aaylgpw,SN2025vls,0.041
ZTF25aaylqqq,SN2025pks,0.036
ZTF25aaymdbo,SN2025pie,0.07575
ZTF25aaymwcj,SN2025pic,0.06255
ZTF25aaytfvv,SN2025ppj,0.063501
ZTF25aaytlnf,SN2025qin,0.11
ZTF25aayxsry,SN2025qff,0.085
ZTF25aazqavg,SN2025qmx,0.06345382
ZTF25aazqbmd,SN2025qnu,0.068407
ZTF25aazufyf,SN2025qmg,0.07
ZTF25aazuxfi,SN2025qoa,0.058
ZTF25aazvkec,SN2025qkw,0.09
ZTF25abacnxx,SN2025qso,0.071
ZTF25abacyxb,SN2025qow,0.043
ZTF25abadcvl,SN2025qqm,0.063458
ZTF25abadtsx,SN2025qpk,0.01377
ZTF25abakvtg,SN2025qpv,0.0456
ZTF25abansec,SN2025qrb,0.020871
ZTF25abaqwxu,SN2025qub,0.08
ZTF25abbevau,SN2025rat,0.018381
ZTF25abbgajq,SN2025rbs,0.002722
ZTF25abbjgbd,SN2025rfd,0.102
ZTF25abbpjct,SN2025rku,0.05
ZTF25abbsaee,SN2025rla,0.05
ZTF25abbshoi,SN2025rid,0.059
ZTF25abceqol,SN2025rpe,0.045
ZTF25abcfyxt,SN2025roy,0.077
ZTF25abcgeot,SN2025sbx,0.066
ZTF25abckwuq,SN2025rvy,0.054
ZTF25abcpjtf,SN2025rzq,0.104
ZTF25abcxtvx,SN2025rzv,0.053
ZTF25abczmes,SN2025saa,0.077
ZTF25abdcdwd,SN2025sce,0.066
ZTF25abdzkae,SN2025smd,0.121
ZTF25abecxkt,SN2025siu,0.03
ZTF25abekolv,SN2025slm,0.09
ZTF25abeprnk,SN2025skj,0.09
ZTF25abewmjr,SN2025snb,0.011
ZTF25abewrxj,SN2025sqg,0.043
ZTF25abgahjn,SN2025swj,0.08
ZTF25abghglc,SN2025sxr,0.0727
ZTF25abgoqzv,SN2025sxn,0.082
ZTF25abgpuno,SN2025syb,0.084
ZTF25abhgdkw,SN2025thj,0.0617
ZTF25abhibmk,SN2025tip,0.0928
ZTF25abhjxpt,SN2025tiw,0.075
ZTF25abibaem,SN2025tqf,0.055
ZTF25abidcdj,SN2025tqh,0.037
ZTF25abigwgh,SN2025trj,0.029269
ZTF25abigyri,SN2025twu,0.08
ZTF25abiikwy,SN2025txu,0.1
ZTF25abijxtr,SN2025tsk,0.08
ZTF25abikaaq,SN2025tsu,0.035
ZTF25abimrij,SN2025tzs,0.085
ZTF25abioepd,SN2025txl,0.062
ZTF25abioriw,SN2025twl,0.043
ZTF25abiqcie,SN2025txg,0.088
ZTF25abiqcvi,SN2025txq,0.063
ZTF25abiwauq,SN2025tzp,0.026512
ZTF25abiwxpf,SN2025tzu,0.042
ZTF25abjiyiz,SN2025ulq,0.074
ZTF25abjpgmo,SN2025ttp,0.06
ZTF25abjqeok,SN2025ums,0.0647
ZTF25abkeofy,SN2025uvf,0.05492675
ZTF25abkoomo,SN2025vfa,0.0675
ZTF25abkopax,SN2025vfk,0.083
ZTF25abkprmd,SN2025vgq,0.08
ZTF25abkpyds,SN2025vhj,0.084
ZTF25abkqros,SN2025uyi,0.068
ZTF25abkrljh,SN2025uss,0.044
ZTF25abkxdfp,SN2025uuw,0.030088
ZTF25ablfisj,SN2025vjb,0.09
ZTF25ablgfxf,SN2025vdq,0.02996
ZTF25ablhwja,SN2025vis,0.077589
ZTF25abllldx,SN2025vnv,0.04
ZTF25ablmtlg,SN2025vll,0.075
ZTF25ablufrt,SN2025vrt,0.07
ZTF25ablvccx,SN2025vpm,0.068
ZTF25abmhxft,SN2025vqu,0.0745
ZTF25abmkbaa,SN2025wdz,0.081
ZTF25abmnhes,SN2025vpl,0.0612
ZTF25abmsodq,SN2025wib,0.063
ZTF25abmxvln,SN2025wdo,0.07
ZTF25abnnpmt,SN2025wrq,0.086
ZTF25abnqqtq,SN2025wtk,0.086
ZTF25abogfap,SN2025wnt,0.032
ZTF25abopkmq,SN2025wwp,0.02736
ZTF25abopybc,SN2025wwk,0.020514
ZTF25aboruxa,SN2025wxg,0.105
ZTF25aboscbc,SN2025wws,0.07
ZTF25abovgwv,SN2025wxm,0.083
ZTF25aboxset,SN2025wyf,0.056
ZTF25aboyxea,SN2025xfc,0.065472
ZTF25abozezv,SN2025xgj,0.045955
ZTF25abpawqx,SN2025xch,0.094
ZTF25abpdxzo,SN2025wur,0.06
ZTF25abpfatp,SN2025xac,0.05
ZTF25abpgjdk,SN2025xbl,0.0742
ZTF25abpkect,SN2025xby,0.057723
ZTF25abpopdk,SN2025xdt,0.078
ZTF25abptfih,SN2025xej,0.0778
ZTF25abpuuql,SN2025xeq,0.067
ZTF25abpxqho,SN2025xgf,0.06
ZTF25abqamzb,SN2025xkn,0.08
ZTF25abqdqzc,SN2025xow,0.076
ZTF25abqfrkp,SN2025xgz,0.08
ZTF25abqimds,SN2025xjk,0.079
ZTF25abqixdv,SN2025xnh,0.0568
ZTF25abqkiqr,SN2025xjv,0.054
ZTF25abqxnbr,SN2025xte,0.069
ZTF25abqzdbd,SN2025xqf,0.0685
ZTF25abqzeqy,SN2025xqe,0.077
ZTF25abrgeib,SN2025xzy,0.068
ZTF25abrggxu,SN2025xrt,0.0957
ZTF25absblvn,SN2025yaa,0.0736
ZTF25abscivt,SN2025yew,0.07748712
ZTF25absdrsu,SN2025ygp,0.057
ZTF25absdyqi,SN2025xxq,0.033603
ZTF25abseeos,SN2025yak,0.05553
ZTF25absfiyt,SN2025yfx,0.09674081
ZTF25abshxur,SN2025yej,0.073
ZTF25abskgbv,SN2025ydd,0.037376
ZTF25abskhhq,SN2025yhm,0.023523
ZTF25absvroj,SN2025ymx,0.064
ZTF25abtahaz,SN2025yns,0.068
ZTF25abtoiqa,SN2025yom,0.073
ZTF25abtoptp,SN2025ymu,0.071933
ZTF25abtpvtg,SN2025ytg,0.025244
ZTF25abtsusb,SN2025ytn,0.046
ZTF25abufvlf,SN2025yxe,0.07
ZTF25abugbyo,SN2025yxd,0.05083
ZTF25abugrpq,SN2025yvx,0.059
ZTF25abuoijl,SN2025yyf,0.082
ZTF25abuomiz,SN2025yyj,0.041
ZTF25abuoqgq,SN2025yvr,0.049
ZTF25abusgsz,SN2025yvg,0.028673
ZTF25abuvlkk,SN2025zmw,0.07
ZTF25abuvxsy,SN2025zia,0.0694
ZTF25abuzfte,SN2025zoy,0.0495
ZTF25abvcnys,SN2025zon,0.1
ZTF25abvepyj,SN2025zno,0.064167
ZTF25abvpmki,SN2025zox,0.016
ZTF25abvqhcq,SN2025zpz,0.08
ZTF25abvrbqg,SN2025zqi,0.02
ZTF25abvuktq,SN2025zqm,0.026537
ZTF25abwcrqw,SN2025zqv,0.087
ZTF25abweiaq,SN2025zri,0.028804
ZTF25abwhfuq,SN2025aaan,0.033466
ZTF25abwkmwj,SN2025zwm,0.047
ZTF25abwlkze,SN2025zwk,0.08705
ZTF25abwlscr,SN2025zzw,0.075
ZTF25abwpmrd,SN2025aadr,0.07
ZTF25abwqbxp,SN2025aafd,0.036539
ZTF25abwuijx,SN2025aapy,0.091
ZTF25abxdhkl,SN2025aaqq,0.0277
ZTF25abxdupm,SN2025aaoz,0.089
ZTF25abxedzr,SN2025aano,0.038733
ZTF25abxgmpf,SN2025aamx,0.05
ZTF25abxhgoi,SN2025aanv,0.051
ZTF25abxjtsp,SN2025aauj,0.020654
ZTF25abxkwsn,SN2025abbr,0.073
ZTF25abxotzn,SN2025aaul,0.064
ZTF25abxqnqr,SN2025aatz,0.07692
ZTF25abxqxhs,SN2025aaub,0.083238
ZTF25abxrfik,SN2025aazr,0.04
ZTF25abyfbss,SN2025abdb,0.06942
ZTF25abyguri,SN2025abds,0.03326
ZTF25abyndsj,SN2025abdx,0.03965
ZTF25abyobbm,SN2025abbu,0.032
ZTF25abyojpd,SN2025abed,0.074
ZTF25abzbzom,SN2025ablw,0.099
ZTF25abzmbay,SN2025acfx,0.06
ZTF25abzmbdb,SN2025acdf,0.054
ZTF25acadteh,SN2025abpe,0.08
ZTF25acamzgr,SN2025abtw,0.061
ZTF25acaswtp,SN2025abwg,0.1
ZTF25acateof,SN2025abwp,0.068
ZTF25acatfer,SN2025abyh,0.058
ZTF25acauqtp,SN2025abvs,0.052
ZTF25acavlfh,SN2025acao,0.1
ZTF25acaypgx,SN2025abzy,0.07
ZTF25acayrnp,SN2025abxg,0.054895
ZTF25acbduge,SN2025abwi,0.07
ZTF25acbeqrz,SN2025abyn,0.05998
ZTF25acbyrqc,SN2025accx,0.035
ZTF25accwqaq,SN2025acrq,0.088
ZTF25acczblu,SN2025acrz,0.098
ZTF25acczido,SN2025acua,0.091
ZTF25acdbsrg,SN2025acrr,0.036
ZTF25acdceqb,SN2025acsj,0.05
ZTF25acddazz,SN2025actq,0.064
ZTF25acdesme,SN2025acuk,0.042
ZTF25acdgvbx,SN2025acsy,0.055945
ZTF25acdgvvd,SN2025acuq,0.040288
ZTF25acdqaff,SN2025acxh,0.046485
ZTF25acdqtea,SN2025acyt,0.038
ZTF25acdxdbq,SN2021sic,0.0423
ZTF25aceglik,SN2025aeqz,0.09048
ZTF25acegnss,SN2025aeqy,0.03526
ZTF25acegnts,SN2025aeps,0.031415
ZTF25acehbsy,SN2025aepy,0.081
ZTF25acehjpc,SN2025aeuo,0.06
ZTF25aceilra,SN2025aeng,0.0807
ZTF25aceiycd,SN2025aeeb,0.05
ZTF25acejaxg,SN2025aewa,0.065
ZTF25acejtgf,SN2025adwj,0.09
ZTF25acekiok,SN2025advx,0.0755
ZTF25acelamc,SN2025aerf,0.0726
ZTF25acelvvz,SN2025aezh,0.1
ZTF25acepqhk,SN2025afam,0.087
ZTF25acepuxi,SN2025aezk,0.050953
ZTF25acevirm,SN2025aezb,0.0642
ZTF25acffprp,SN2025afgr,0.068
ZTF25acfgjhk,SN2025afuz,0.059606
ZTF25acfgool,SN2025afcw,0.05619037
ZTF25acfjqjb,SN2025afhv,0.06
ZTF25acfkgdg,SN2025afhd,0.0717
ZTF25acfokdq,SN2025afhr,0.06
ZTF25acfwksj,SN2025aful,0.04
ZTF25acfwpoa,SN2025afxi,0.06
ZTF25acfwyhj,SN2025afxk,0.056
ZTF25acfxafr,SN2025affy,0.071926
ZTF25acfxgpq,SN2025afrt,0.05
ZTF25acfxytw,SN2025afwb,0.04
ZTF25acgbetk,SN2025aftk,0.023144
ZTF25acgchna,SN2025afwy,0.06
ZTF25acgcivx,SN2025afti,0.06
ZTF25acgdelc,SN2025afzm,0.03
ZTF25acgfdia,SN2025afxm,0.052193
ZTF25acgfksh,SN2025agax,0.07
ZTF25acglaha,SN2025aghx,0.056
ZTF25acgmdbm,SN2025agix,0.055
ZTF25acgmrgz,SN2025agbc,0.103
ZTF25acgnldr,SN2025agdh,0.043
ZTF25acgohkl,SN2025agkg,0.07
ZTF25acgoxlz,SN2025agkr,0.038
ZTF25acgprsb,SN2025agki,0.0517
ZTF25acgqfpv,SN2025agll,0.05051
ZTF25acgqgrv,SN2025agqn,0.079671
ZTF25acgqhry,SN2025agmz,0.1
ZTF25acgqich,SN2025aggm,0.07
ZTF25acgsnst,SN2025agka,0.095
ZTF25acgsoal,SN2025agjq,0.04762
ZTF25acgsxcb,SN2025aghv,0.068
ZTF25acgxbpg,SN2025agmn,0.053
ZTF25acgyaed,SN2025agie,0.03
ZTF25acgyzdb,SN2025agye,0.074
ZTF25acgztnh,SN2025agns,0.0905
ZTF25achhduc,SN2025agyp,0.07
ZTF25achiqqs,SN2025agyo,0.0657
ZTF25achvrzd,SN2025ahag,0.076854
ZTF25aciguje,SN2025ahjc,0.037069
ZTF25acikmpq,SN2025ahkn,0.0655
ZTF25acilyrg,SN2025ahol,0.027949
ZTF25acinfar,SN2025ahem,0.052724
ZTF25aciomvg,SN2025ahhs,0.08
ZTF25acitiuq,SN2025ahkt,0.026228
ZTF25acivwpw,SN2025ahlf,0.079
ZTF25acjddvq,SN2025ahos,0.065
ZTF25acjpdld,SN2025ahvi,0.078697
ZTF25acjpvvr,SN2025ahsa,0.015
ZTF25acjpvvv,SN2025ahsc,0.064
ZTF25acjthqu,SN2025ahzw,0.051
ZTF25ackdapv,SN2025ahxd,0.016455
ZTF25ackmpgh,SN2025aigm,0.0525
ZTF25ackrgcs,SN2025ahyt,0.045792
ZTF25ackwqbt,SN2025aikl,0.064
ZTF25ackwrun,SN2025aiiz,0.075
ZTF25ackyjjn,SN2025ajml,0.077
ZTF25ackzsok,SN2025aijb,0.095
ZTF25aclcowb,SN2025aliv,0.087
ZTF25acldfsf,SN2025ajnc,0.024931
ZTF25acldgpg,SN2025ajng,0.037
ZTF18abqlpgq,SN2018fsf,0.095268
ZTF19aadooun,SN2019zg,0.050109
ZTF19aaurxsa,SN2019fcf,0.052
ZTF19abirbpd,SN2019maw,0.07
ZTF19abyfbik,SN2019pyt,0.065
ZTF20aadyukn,SN2020nu,0.06
ZTF20abqosnh,SN2020rba,0.09
ZTF20achsfcq,SN2020vfa,0.097
ZTF20acselme,SN2021huw,0.042
ZTF21aagyscx,SN2021btd,0.06
ZTF21aahzspd,SN2021cjx,0.11
ZTF21aajvtsq,SN2021coj,0.107023
ZTF21aakzmaq,SN2021ddh,0.036
ZTF21aalnhby,SN2021dkk,0.064
ZTF21aamgcrv,SN2021dlb,0.033416
ZTF21aaobcrz,SN2021eib,0.06
ZTF21aaphvyi,SN2021gcw,0.081438
ZTF21aapomdb,SN2021fou,0.07
ZTF21aaqqlfw,SN2021haw,0.09
ZTF21aaqztcg,SN2021hji,0.057739
ZTF21aarybxo,SN2021hyd,0.1
ZTF21aaskwgm,SN2021ihr,0.044
ZTF21aaublej,SN2021ixf,0.041
ZTF21aavqphe,SN2021jvs,0.026892
ZTF21aaxswlc,SN2021krm,0.072
