ztf_id,candid,jd,ra,dec,fid,nid,magpsf,sigmapsf,magnr,sigmagnr,magzpsci,isdiffpos,ssdistnr,ssnamenr,drb,json,mjd,imjd,since_now,utc,image_urls,diffmaglim
ZTF17aabtvsy,2.128496800615015e+18,2459882.9968056,158.8839321,37.6497329,2.0,2128.0,18.236900329589844,0.12654100358486176,16.945999145507812,0.052000001072883606,25.885900497436523,t,,,,"
  ""candid"": 2128496800615015001,
  ""jd"": 2459882.9968056,
  ""ra"": 158.8839321,
  ""dec"": 37.6497329,
  ""fid"": 2,
  ""nid"": 2128,
  ""magpsf"": 18.236900329589844,
  ""sigmapsf"": 0.12654100358486176,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 25.885900497436523,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59882.49680559989,59882.0,-1186.323384874937,2022-10-30 11:55:24,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59882/bd4/2128496800615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59882/171/2128496800615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59882/914/2128496800615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.126494030615015e+18,2459880.9940394,158.8837848,37.649801,2.0,2126.0,18.49370002746582,0.09631799906492233,16.945999145507812,0.052000001072883606,26.229700088500977,t,,,,"
  ""candid"": 2126494030615015000,
  ""jd"": 2459880.9940394,
  ""ra"": 158.8837848,
  ""dec"": 37.649801,
  ""fid"": 2,
  ""nid"": 2126,
  ""magpsf"": 18.49370002746582,
  ""sigmapsf"": 0.09631799906492233,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.229700088500977,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59880.494039400015,59880.0,-1188.3261510748125,2022-10-28 11:51:25,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59880/f9b/2126494030615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59880/a42/2126494030615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59880/22c/2126494030615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.126427890615015e+18,2459880.9278935,158.8839084,37.6496688,1.0,2126.0,18.47100067138672,0.11833000183105469,17.840999603271484,0.05700000002980232,26.11199951171875,t,,,,"
  ""candid"": 2126427890615015001,
  ""jd"": 2459880.9278935,
  ""ra"": 158.8839084,
  ""dec"": 37.6496688,
  ""fid"": 1,
  ""nid"": 2126,
  ""magpsf"": 18.47100067138672,
  ""sigmapsf"": 0.11833000183105469,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.11199951171875,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59880.427893499844,59880.0,-1188.3922969749838,2022-10-28 10:16:09,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59880/d4a/2126427890615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59880/05c/2126427890615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59880/154/2126427890615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.124495200615015e+18,2459878.9952083,158.8837625,37.6497303,2.0,2124.0,18.116100311279297,0.09262099862098694,16.945999145507812,0.052000001072883606,26.223100662231445,t,,,,"
  ""candid"": 2124495200615015001,
  ""jd"": 2459878.9952083,
  ""ra"": 158.8837625,
  ""dec"": 37.6497303,
  ""fid"": 2,
  ""nid"": 2124,
  ""magpsf"": 18.116100311279297,
  ""sigmapsf"": 0.09262099862098694,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.223100662231445,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59878.495208300184,59878.0,-1190.324982174643,2022-10-26 11:53:05,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59878/182/2124495200615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59878/eaf/2124495200615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59878/30a/2124495200615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.124452610615015e+18,2459878.9526157,158.8837526,37.649707,1.0,2124.0,18.35610008239746,0.09039100259542465,17.840999603271484,0.05700000002980232,26.190099716186523,t,,,,"
  ""candid"": 2124452610615015000,
  ""jd"": 2459878.9526157,
  ""ra"": 158.8837526,
  ""dec"": 37.649707,
  ""fid"": 1,
  ""nid"": 2124,
  ""magpsf"": 18.35610008239746,
  ""sigmapsf"": 0.09039100259542465,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.190099716186523,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59878.4526157002,59878.0,-1190.367574774631,2022-10-26 10:51:45,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59878/a90/2124452610615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59878/bc9/2124452610615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59878/94f/2124452610615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.120515130615015e+18,2459875.0151389,158.8837677,37.6497127,2.0,2120.0,18.064599990844727,0.07721100002527237,16.945999145507812,0.052000001072883606,26.23859977722168,t,,,,"
  ""candid"": 2120515130615015001,
  ""jd"": 2459875.0151389,
  ""ra"": 158.8837677,
  ""dec"": 37.6497127,
  ""fid"": 2,
  ""nid"": 2120,
  ""magpsf"": 18.064599990844727,
  ""sigmapsf"": 0.07721100002527237,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.23859977722168,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59874.51513889991,59874.0,-1194.30505157492,2022-10-22 12:21:48,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59874/c37/2120515130615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59874/ea0/2120515130615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59874/ea3/2120515130615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.120473940615015e+18,2459874.9739468,158.8837378,37.6497538,1.0,2120.0,18.211000442504883,0.08251500129699707,17.840999603271484,0.05700000002980232,26.224000930786133,t,,,,"
  ""candid"": 2120473940615015001,
  ""jd"": 2459874.9739468,
  ""ra"": 158.8837378,
  ""dec"": 37.6497538,
  ""fid"": 1,
  ""nid"": 2120,
  ""magpsf"": 18.211000442504883,
  ""sigmapsf"": 0.08251500129699707,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.224000930786133,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59874.47394679999,59874.0,-1194.3462436748378,2022-10-22 11:22:29,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59874/d8d/2120473940615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59874/b47/2120473940615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59874/2bf/2120473940615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.118475470615015e+18,2459872.9754745,158.8836358,37.6497134,1.0,2118.0,18.18939971923828,0.07643599808216095,17.840999603271484,0.05700000002980232,26.229400634765625,t,,,,"
  ""candid"": 2118475470615015000,
  ""jd"": 2459872.9754745,
  ""ra"": 158.8836358,
  ""dec"": 37.6497134,
  ""fid"": 1,
  ""nid"": 2118,
  ""magpsf"": 18.18939971923828,
  ""sigmapsf"": 0.07643599808216095,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.229400634765625,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59872.4754745001,59872.0,-1196.3447159747302,2022-10-20 11:24:40,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59872/189/2118475470615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59872/a6f/2118475470615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59872/a93/2118475470615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.118446010615015e+18,2459872.9460185,158.8837702,37.6497385,2.0,2118.0,18.09239959716797,0.10932999849319458,16.945999145507812,0.052000001072883606,26.1294002532959,t,,,,"
  ""candid"": 2118446010615015000,
  ""jd"": 2459872.9460185,
  ""ra"": 158.8837702,
  ""dec"": 37.6497385,
  ""fid"": 2,
  ""nid"": 2118,
  ""magpsf"": 18.09239959716797,
  ""sigmapsf"": 0.10932999849319458,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.1294002532959,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59872.44601849979,59872.0,-1196.3741719750396,2022-10-20 10:42:15,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59872/6f1/2118446010615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59872/418/2118446010615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59872/01b/2118446010615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.116507480615015e+18,2459871.0074884,158.8837075,37.6497042,1.0,2116.0,18.05820083618164,0.0687360018491745,17.840999603271484,0.05700000002980232,26.285200119018555,t,,,,"
  ""candid"": 2116507480615015001,
  ""jd"": 2459871.0074884,
  ""ra"": 158.8837075,
  ""dec"": 37.6497042,
  ""fid"": 1,
  ""nid"": 2116,
  ""magpsf"": 18.05820083618164,
  ""sigmapsf"": 0.0687360018491745,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.285200119018555,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59870.50748840021,59870.0,-1198.3127020746178,2022-10-18 12:10:46,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59870/0dc/2116507480615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59870/8fa/2116507480615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59870/a9e/2116507480615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.116485630615015e+18,2459870.9856366,158.8838097,37.6497506,2.0,2116.0,18.03030014038086,0.10005199909210205,16.945999145507812,0.052000001072883606,26.18630027770996,t,,,,"
  ""candid"": 2116485630615015000,
  ""jd"": 2459870.9856366,
  ""ra"": 158.8838097,
  ""dec"": 37.6497506,
  ""fid"": 2,
  ""nid"": 2116,
  ""magpsf"": 18.03030014038086,
  ""sigmapsf"": 0.10005199909210205,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.18630027770996,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59870.48563659983,59870.0,-1198.334553875,2022-10-18 11:39:19,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59870/952/2116485630615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59870/32b/2116485630615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59870/aa8/2116485630615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.112503370615015e+18,2459867.0033796,158.8837658,37.6497323,2.0,2112.0,18.187999725341797,0.08825500309467316,16.945999145507812,0.052000001072883606,26.200000762939453,t,,,,"
  ""candid"": 2112503370615015001,
  ""jd"": 2459867.0033796,
  ""ra"": 158.8837658,
  ""dec"": 37.6497323,
  ""fid"": 2,
  ""nid"": 2112,
  ""magpsf"": 18.187999725341797,
  ""sigmapsf"": 0.08825500309467316,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.200000762939453,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59866.50337960012,59866.0,-1202.316810874705,2022-10-14 12:04:51,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59866/b38/2112503370615015001_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59866/def/2112503370615015001_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59866/f93/2112503370615015001_cutoutDifference.fits'}",
ZTF17aabtvsy,2.112467490615015e+18,2459866.9675,158.8836624,37.6496873,1.0,2112.0,18.238000869750977,0.09929800033569336,17.840999603271484,0.05700000002980232,26.124000549316406,t,,,,"
  ""candid"": 2112467490615015000,
  ""jd"": 2459866.9675,
  ""ra"": 158.8836624,
  ""dec"": 37.6496873,
  ""fid"": 1,
  ""nid"": 2112,
  ""magpsf"": 18.238000869750977,
  ""sigmapsf"": 0.09929800033569336,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.124000549316406,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59866.467499999795,59866.0,-1202.3526904750324,2022-10-14 11:13:11,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59866/687/2112467490615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59866/68f/2112467490615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59866/dba/2112467490615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.110487250615015e+18,2459864.9872569,158.8839121,37.6497549,2.0,2110.0,18.29680061340332,0.11446800082921982,16.945999145507812,0.052000001072883606,26.107799530029297,t,,,,"
  ""candid"": 2110487250615015000,
  ""jd"": 2459864.9872569,
  ""ra"": 158.8839121,
  ""dec"": 37.6497549,
  ""fid"": 2,
  ""nid"": 2110,
  ""magpsf"": 18.29680061340332,
  ""sigmapsf"": 0.11446800082921982,
  ""magnr"": 16.945999145507812,
  ""sigmagnr"": 0.052000001072883606,
  ""magzpsci"": 26.107799530029297,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59864.48725689994,59864.0,-1204.3329335748858,2022-10-12 11:41:38,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59864/8fb/2110487250615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59864/013/2110487250615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59864/f7c/2110487250615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,2.110474640615015e+18,2459864.9746412,158.8836183,37.649683,1.0,2110.0,18.349199295043945,0.13013799488544464,17.840999603271484,0.05700000002980232,26.073200225830078,t,,,,"
  ""candid"": 2110474640615015000,
  ""jd"": 2459864.9746412,
  ""ra"": 158.8836183,
  ""dec"": 37.649683,
  ""fid"": 1,
  ""nid"": 2110,
  ""magpsf"": 18.349199295043945,
  ""sigmapsf"": 0.13013799488544464,
  ""magnr"": 17.840999603271484,
  ""sigmagnr"": 0.05700000002980232,
  ""magzpsci"": 26.073200225830078,
  ""isdiffpos"": ""t"",
  ""ssdistnr"": null,
  ""ssnamenr"": null,
  ""drb"": null
",59864.474641200155,59864.0,-1204.3455492746725,2022-10-12 11:23:28,"{'Science': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59864/a28/2110474640615015000_cutoutScience.fits', 'Template': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59864/1e8/2110474640615015000_cutoutTemplate.fits', 'Difference': 'https://lasair-ztf.lsst.ac.uk/lasair/static/fits/59864/23c/2110474640615015000_cutoutDifference.fits'}",
ZTF17aabtvsy,,2459855.0293171,,,2.0,,19.693199157714844,,,,,,,,,"
  ""jd"": 2459855.0293171,
  ""fid"": 2,
  ""diffmaglim"": 19.693199157714844
",59854.52931710007,59854.0,-1214.2908733747608,,,19.693199157714844
ZTF17aabtvsy,,2459855.0249306,,,2.0,,19.944599151611328,,,,,,,,,"
  ""jd"": 2459855.0249306,
  ""fid"": 2,
  ""diffmaglim"": 19.944599151611328
",59854.52493060008,59854.0,-1214.2952598747506,,,19.944599151611328
ZTF17aabtvsy,,2459855.020544,,,2.0,,19.978099822998047,,,,,,,,,"
  ""jd"": 2459855.020544,
  ""fid"": 2,
  ""diffmaglim"": 19.978099822998047
",59854.52054399997,59854.0,-1214.2996464748576,,,19.978099822998047
ZTF17aabtvsy,,2459855.0161574,,,2.0,,20.1737003326416,,,,,,,,,"
  ""jd"": 2459855.0161574,
  ""fid"": 2,
  ""diffmaglim"": 20.1737003326416
",59854.51615739986,59854.0,-1214.3040330749645,,,20.1737003326416
ZTF17aabtvsy,,2459855.0117824,,,2.0,,19.404300689697266,,,,,,,,,"
  ""jd"": 2459855.0117824,
  ""fid"": 2,
  ""diffmaglim"": 19.404300689697266
",59854.511782399844,59854.0,-1214.3084080749832,,,19.404300689697266
ZTF17aabtvsy,,2459854.0200694,,,2.0,,19.954700469970703,,,,,,,,,"
  ""jd"": 2459854.0200694,
  ""fid"": 2,
  ""diffmaglim"": 19.954700469970703
",59853.52006939985,59853.0,-1215.300121074979,,,19.954700469970703
ZTF17aabtvsy,,2459854.017581,,,2.0,,20.03619956970215,,,,,,,,,"
  ""jd"": 2459854.017581,
  ""fid"": 2,
  ""diffmaglim"": 20.03619956970215
",59853.51758099999,59853.0,-1215.3026094748348,,,20.03619956970215
ZTF17aabtvsy,,2459854.0150926,,,2.0,,20.07029914855957,,,,,,,,,"
  ""jd"": 2459854.0150926,
  ""fid"": 2,
  ""diffmaglim"": 20.07029914855957
",59853.51509260014,59853.0,-1215.3050978746905,,,20.07029914855957
ZTF17aabtvsy,,2459854.0126042,,,2.0,,20.04360008239746,,,,,,,,,"
  ""jd"": 2459854.0126042,
  ""fid"": 2,
  ""diffmaglim"": 20.04360008239746
",59853.512604199816,59853.0,-1215.307586275012,,,20.04360008239746
ZTF17aabtvsy,,2459854.0101273,,,2.0,,20.17840003967285,,,,,,,,,"
  ""jd"": 2459854.0101273,
  ""fid"": 2,
  ""diffmaglim"": 20.17840003967285
",59853.51012729993,59853.0,-1215.3100631748966,,,20.17840003967285
