ZTFID,IAUID,RA,Dec,peakt,peakfilt,peakmag,peakabs,duration,rise,fade,type,redshift,b,A_V,host_redshift
ZTF18acusbdy,SN2018jts,07:14:14.90,+37:27:50.1,58474.51,g,18.1528,-19.49,28.251,12.256,15.995,SN Ia,0.07,20.33764812,0.181,0.07
ZTF18acusbyf,SN2018jmo,06:51:20.45,+45:38:40.5,58474.29,r,16.4696,-18.44,26.039,9.982,16.057,SN Ia,0.02,19.01248599,0.274,0.02
ZTF18acuscgc,SN2018jvy,07:24:30.58,+49:57:57.0,58474.33,r,18.6929,-18.95,24.188,11.931,12.257,SN Ia,0.07,25.55988599,0.258,0.07
ZTF18acuscrr,SN2018jst,08:12:31.24,+38:25:00.2,58472.5,g,18.4904,-19.05,28.025,9.987,18.038,SN Ia,0.07,31.66334969,0.1,0.07
ZTF18acusrws,SN2018kdx,12:08:03.35,+39:14:42.3,58480.52,g,16.9052,-18.9,26.883,12.936,13.947,SN Ia,0.032,74.88638662,0.084,0.032
ZTF18acvguyi,SN2018jtj,12:41:03.43,+08:04:21.8,58482.52,g,17.347,-19.19,24.753,14.751,10.002,SN Ia,0.045,70.78641175,0.071,0.045
ZTF18acvwbos,SN2018kbe,14:16:27.53,+65:31:30.5,58476.53,r,17.119,-18.49,22.793,12.79,10.003,SN Ia,0.03,49.34505189,0.049,0.03
ZTF18acvwmpw,SN2018kgb,11:49:28.07,+29:10:30.2,58482.5,g,18.0257,-19.77,23.541,11.569,11.972,SN Ia,0.08,76.19833273,0.064,0.08
ZTF18acwutbr,SN2018kfv,05:50:34.64,+13:17:57.1,58487.24,r,17.1402,-17.01,30.623,13.569,17.054,SN Ia,0.011,-7.03146166,0.927,0.011
ZTF18acwwonp,SN2018khw,13:29:31.24,+61:26:11.6,58486.51,r,16.9681,-18.71,20.431,10.692,9.739,SN Ia,0.03128,55.10042522,0.033,0.03128
ZTF18acwwowy,SN2018kxz,12:02:18.66,+59:15:24.2,58480.51,g,17.5368,-19.41,30.706,7.864,22.842,SN Ia,0.05516,56.76678324,0.04,0.055168
ZTF18acwyowc,SN2018kfd,13:47:48.66,+35:03:31.6,58482.54,g,17.9961,-19.65,24.776,10.135,14.641,SN Ia,0.076,75.58288451,0.036,0.076
ZTF18acxyarg,SN2018kij,08:00:26.41,+42:49:17.2,58486.47,r,17.4082,-19.02,29.191,9.587,19.604,SN Ia,0.04205,30.23342465,0.149,0.04205
ZTF18acyaher,SN2018mnh,14:57:43.99,+72:25:46.5,60408.34,g,18.0187,-19.19,18.581,7.108,11.473,SN Ia,0.061,41.57560911,0.073,0.061
ZTF18acybdar,SN2018kku,11:44:20.01,+34:30:52.9,58486.54,g,17.8315,-19.7,24.283,9.713,14.57,SN Ia,0.0713,73.8405918,0.055,0.0713
ZTF18acynmcp,SN2018kil,00:29:09.23,-00:06:19.3,58472.18,g,18.04,-19.41,22.247,7.317,14.93,SN Ia,0.0686,-62.45165793,0.06,0.0686
ZTF18acynoro,SN2018klm,00:27:18.40,+03:36:44.1,58482.19,r,18.1095,-19.17,>13.708,13.708,>0,SN Ia,0.064,-58.71238063,0.064,0.064
ZTF18aczdetm,SN2018khg,12:56:47.00,+79:55:33.3,58487.49,g,16.5986,-19.09,26.278,11.358,14.92,SN Ia,0.029,37.19942237,0.165,0.029
ZTF18aczeesl,SN2018kmu,14:41:32.92,+48:12:14.3,58480.53,g,16.2859,-18.24,25.028,9.026,16.002,SN Ia,0.018,59.991832,0.061,0.018
ZTF18aczemzj,SN2018ktx,14:37:33.44,+08:04:43.9,58481.54,r,18.1416,-18.6,19.518,8.192,11.326,SN Ia,0.05,58.47952649,0.073,0.05
ZTF18aczenvx,SN2018kyb,10:54:55.32,+27:48:08.7,58482.5,g,18.957,-19.69,>19.975,7.955,>12.02,SN Ia,0.1181,64.20606484,0.053,0.1181
ZTF18aczqtpt,SN2018kwq,03:33:02.14,+25:35:58.3,58483.14,g,18.234,-19.71,28.525,7.827,20.698,SN Ia,0.069,-24.46959172,0.458,0.069
ZTF18aczuwxb,SN2025aafe,05:04:35.11,+01:24:13.6,60975.4,r,18.2628,-19.38,25.967,12.405,13.562,SN Ia,0.0705,-22.87860653,0.249,0.0705
ZTF18adaadmh,SN2018kly,01:15:07.97,+01:30:05.3,58487.17,g,17.5202,-19.13,23.585,7.603,15.982,SN Ia,0.047,-60.8072114,0.089,0.047
ZTF18adaimlf,SN2018kwt,03:03:17.39,+18:31:55.1,58486.14,r,18.7368,-19.21,32.01,13.792,18.218,SN Ia,0.0735,-34.26846358,0.496,0.0735
ZTF18adaslwa,SN2018kyi,07:07:09.51,+26:19:29.6,58488.25,g,16.6173,-19.04,25.538,8.623,16.915,SN Ia,0.028,14.88541421,0.2,0.028
ZTF18adathpb,SN2018ldz,02:46:55.51,+39:36:03.4,58486.14,r,18.7002,-17.15,13.725,6.677,7.048,SN Ia,0.03118,-18.04958176,0.238,0.031182
ZTF18adaylyq,SN2018lak,08:29:23.11,+26:30:58.2,58493.48,r,18.2033,-19.01,29.99,13.059,16.931,SN Ia,0.06,32.25293195,0.155,0.06
ZTF18adazbol,SN2018kxo,09:02:36.44,+11:29:09.6,58482.51,g,18.7062,-19.69,25.484,6.065,19.419,SN Ia,0.105,34.27464541,0.065,0.105
ZTF18adazgdh,SN2018ldq,09:45:30.52,+15:21:05.9,58492.48,r,18.6597,-19.05,30.411,14.096,16.315,SN Ia,0.0767,45.37173453,0.098,0.0767
ZTF18adbadqp,SN2018lbi,14:12:41.87,+18:43:33.6,58487.51,g,18.4214,-19.38,32.825,13.086,19.739,SN Ia,0.08,69.52711829,0.07,0.08
ZTF18adbbhww,SN2021adrh,07:04:42.77,+16:40:54.4,59536.39,r,18.7001,-19.33,>12.145,10.235,>1.91,SN Ia,0.084,10.38419291,0.25,0.084
ZTF18adbckox,SN2018lem,03:34:22.18,-01:35:24.0,58493.19,g,17.4643,-19.5,28.299,13.127,15.172,SN Ia,0.05,-43.37643792,0.233,0.05
ZTF18adbntwo,SN2018les,03:34:18.13,+01:04:55.4,58495.2,g,17.598,-19.36,22.08,8.492,13.588,SN Ia,0.04774,-41.74649832,0.311,0.04774
ZTF18adbyxua,SN2018lhw,11:50:58.09,+10:23:35.5,58492.54,g,18.6923,-19.75,25.788,8.823,16.965,SN Ia,0.107,68.0257465,0.068,0.107
ZTF18adcdcrd,SN2020boc,06:58:26.03,+14:39:47.6,58893.21,g,18.1522,-18.86,23.644,8.98,14.664,SN Ia,0.04987,8.14663672,0.281,0.04987
ZTF19aaagfme,SN2022okv,23:19:48.11,+07:06:02.2,59773.46,r,17.9917,-18.96,28.221,8.577,19.644,SN Ia,0.055,54.53572324,0.072,0.055
ZTF19aaairqh,SN2019bp,06:22:21.88,+29:19:22.3,58505.13,r,16.8079,-18.79,25.124,15.96,9.164,SN Ia,0.022,7.18881965,0.857,0.022
ZTF19aaarhtg,SN2020pki,21:12:24.30,+13:00:17.1,59051.38,r,18.0567,-17.56,18.006,11.999,6.007,SN Ia,0.028,-23.43848728,0.248,0.028
ZTF19aabmybj,SN2019on,08:59:45.94,+47:49:34.0,58502.51,r,17.111,-19.14,24.49,9.229,15.261,SN Ia,0.04,40.94231765,0.067,0.04
ZTF19aabvfwn,SN2019jf,08:36:14.79,-05:21:02.1,58506.46,g,17.6411,-18.76,30.175,13.167,17.008,SN Ia,0.04138,20.40979397,0.11,0.041382
ZTF19aabyheu,SN2019kf,10:27:17.43,+26:31:59.1,58510.28,r,16.1883,-18.66,23.911,14.24,9.671,SN Ia,0.021,57.94886311,0.072,0.021
ZTF19aabyppp,SN2019kg,11:42:45.74,+21:42:53.3,58511.38,r,16.6968,-19.38,22.859,11.548,11.311,SN Ia,0.037,73.47491523,0.062,0.037
ZTF19aabyuze,SN2019ro,11:59:34.01,+57:19:43.6,58508.54,g,16.7019,-19.73,23.899,10.804,13.095,SN Ia,0.043,58.43192758,0.069,0.043
ZTF19aacgslb,SN2019np,10:29:21.97,+29:30:38.3,58507.51,g,13.4112,-18.09,23.874,6.023,17.851,SN Ia,0.00452,58.76230866,0.055,0.00452
ZTF19aacijie,SN2019qb,09:35:27.78,+53:46:12.6,58502.44,g,18.0736,-19.09,18.518,8.071,10.447,SN Ia,0.061,45.47593393,0.034,0.061
ZTF19aacilht,SN2019qo,12:18:54.89,+05:14:56.8,58502.46,g,18.4561,-19.21,22.002,5.381,16.621,SN Ia,0.076,66.78946581,0.053,0.076
ZTF19aacivvy,SN2019pe,16:01:21.05,+15:26:39.8,58502.48,g,16.5797,-19.12,24.891,11.75,13.141,SN Ia,0.03,44.52543055,0.111,0.03
ZTF19aacxrzt,SN2019qe,09:34:21.71,+14:29:17.8,58507.28,r,18.4385,-19.15,>27.838,11.898,>15.94,SN Ia,0.073,42.55802852,0.089,0.073
ZTF19aadnmgf,SN2019bly,09:39:28.25,+22:09:43.4,58513.38,g,18.0998,-19.71,35.04,7.795,27.245,SN Ia,0.08,46.35418329,0.076,0.08
ZTF19aadnxat,SN2019vu,14:02:19.89,+59:25:12.3,58511.45,g,16.4897,-19.27,35.124,8.205,26.919,SN Ia,0.03208,55.47203018,0.043,0.03208
ZTF19aadolpe,SN2019yb,11:00:37.88,+30:30:45.4,58522.42,g,17.7236,-19.23,28.359,16.796,11.563,SN Ia,0.055,65.55696086,0.05,0.055
ZTF19aadoocn,SN2019xa,11:56:28.23,+20:00:38.8,58509.53,g,16.9668,-19.39,22.565,7.148,15.417,SN Ia,0.04121,75.54797465,0.083,0.041211
ZTF19aadooun,SN2019zg,12:55:42.30,+46:46:53.1,58511.45,g,17.4627,-19.28,38.807,6.877,31.93,SN Ia,0.0501,70.32901829,0.045,0.050109
ZTF19aadyijk,SN2019aev,12:56:18.13,+18:47:07.4,58513.46,r,18.1955,-19.13,32.64,6.118,26.522,SN Ia,0.065,81.58243661,0.079,0.065
ZTF19aadyoqz,SN2019abf,13:20:30.16,+11:32:47.3,58511.54,r,18.5608,-18.96,>23.681,8.761,>14.92,SN Ia,0.0712,72.98834032,0.077,0.0712
ZTF19aaeflme,SN2019abv,03:25:42.71,+41:14:29.8,58514.12,r,18.0315,-18.6,30.155,7.316,22.839,SN Ia,0.04,-12.86362539,0.526,0.04
ZTF19aaeicsm,SN2019aba,07:43:15.38,+09:32:11.7,58522.23,r,18.0951,-19.14,27.075,14.415,12.66,SN Ia,0.062,15.80158987,0.092,0.062
ZTF19aaekvhn,SN2019bac,09:07:23.08,+75:46:52.0,58523.2,r,18.19,-18.97,22.109,10.63,11.479,SN Ia,0.061,34.34787564,0.046,0.061
ZTF19aaeopqn,SN2019abk,13:18:59.66,+32:58:28.6,58514.43,r,18.5425,-17.63,13.006,6.737,6.269,SN Ia,0.039,81.65348568,0.04,0.039
ZTF19aaeoqkk,SN2019abg,14:56:11.08,+33:28:05.1,58522.52,g,18.2944,-19.18,31.184,15.346,15.838,SN Ia,0.07,62.44826759,0.046,0.07
ZTF19aaezwmr,SN2019anw,06:48:08.47,+17:29:41.6,58526.21,r,17.996,-19.58,29.46,8.945,20.515,SN Ia,0.064,7.17330521,0.416,0.064
ZTF19aafmhcl,SN2019ano,08:49:20.65,+11:11:56.6,58526.21,r,17.928,-19.51,29.819,7.593,22.226,SN Ia,0.068,31.20867913,0.09,0.068
ZTF19aafnfyc,SN2019agr,14:37:34.07,+22:43:44.8,58522.47,g,18.1534,-19.66,27.158,10.727,16.431,SN Ia,0.08,65.58850688,0.082,0.08
ZTF19aafwrhf,SN2019wis,08:14:26.57,+09:38:44.0,58838.44,r,17.9318,-18.92,15.891,9.73,6.161,SN Ia,0.0527,22.78518868,0.07,0.052672
ZTF19aagmpeq,SN2019akf,11:58:42.84,+52:05:41.9,58526.45,g,17.86,-19.13,19.969,6.762,13.207,SN Ia,0.056,63.14455267,0.048,0.056
ZTF19aagmsrr,SN2019aik,10:37:38.38,+37:27:29.5,58526.43,g,15.8479,-19.21,22.964,5.207,17.757,SN Ia,0.023,60.08658204,0.061,0.023
ZTF19aahjhoy,SN2019arb,12:19:31.22,+49:48:50.9,58522.54,r,16.5627,-17.33,12.481,4.071,8.41,SN Ia,0.01369,66.50200873,0.045,0.013696
ZTF19aahsnmq,SN2019aux,07:24:24.66,+42:03:59.8,58538.29,g,17.8682,-19.51,29.714,12.369,17.345,SN Ia,0.06,23.59295336,0.248,0.06
ZTF19aailexm,SN2019avi,10:01:32.02,+39:15:34.6,58526.43,g,17.896,-19.33,>19.761,4.931,>14.83,SN Ia,0.063,52.82750479,0.032,0.063
ZTF19aaillan,SN2019arf,13:26:07.23,+15:43:31.4,58526.45,g,17.8706,-19.62,27.718,5.615,22.103,SN Ia,0.07,76.04139486,0.06,0.07
ZTF19aailltc,SN2019avn,12:16:11.68,+35:57:17.2,58538.36,r,18.5154,-19.44,38.727,9.833,28.894,SN Ia,0.088,78.42314595,0.036,0.088
ZTF19aailqir,SN2019ari,12:55:23.51,+45:25:05.2,58534.42,r,18.5321,-18.4,30.692,19.061,11.631,SN Ia,0.05434,71.69327787,0.077,0.05434
ZTF19aailqli,SN2019avp,13:21:19.45,+52:46:42.7,58538.49,r,17.7881,-19.26,33.569,13.095,20.474,SN Ia,0.058,63.75136129,0.043,0.058
ZTF19aailteb,SN2019ana,15:17:56.56,+37:06:50.3,58526.47,g,18.2582,-19.46,22.667,8.394,14.273,SN Ia,0.078,57.64155884,0.045,0.078
ZTF19aailuvj,SN2019awc,15:27:30.18,+28:41:57.8,58538.52,g,18.1587,-19.38,27.381,12,15.381,SN Ia,0.071,55.6405749,0.066,0.071
ZTF19aajwdqt,SN2019bhe,12:03:46.07,-08:03:57.1,58539.31,r,18.2976,-19.75,29.9,9.105,20.795,SN Ia,0.088,52.95951082,0.143,0.088
ZTF19aajwhbc,SN2019bgf,12:03:13.93,+54:01:01.8,58538.35,r,18.744,-19.5,32.184,12.576,19.608,SN Ia,0.1,61.68586903,0.043,0.1
ZTF19aajxhwa,SN2019aup,05:13:19.07,+08:11:36.7,58538.15,r,17.3314,-18.97,22.232,6.869,15.363,SN Ia,0.033,-17.50193656,0.639,0.033
ZTF19aajxwnz,SN2019bek,06:17:30.45,+62:29:27.9,58547.17,r,15.2395,-19.21,27.28,12.756,14.524,SN Ia,0.015,20.10824991,0.478,0.015
ZTF19aakiwxx,SN2019avx,13:16:16.24,+62:32:51.4,58538.42,g,17.329,-19.18,20.379,9.295,11.084,SN Ia,0.045,54.34357123,0.051,0.045
ZTF19aakiyly,SN2019avy,14:31:20.85,+23:25:20.2,58541.42,g,18.0235,-19.51,24.526,9.507,15.019,SN Ia,0.07,67.15092051,0.087,0.07
ZTF19aakjbej,SN2019bgk,11:50:56.06,+36:30:15.2,58538.32,g,18.6669,-19.37,18.006,5.958,12.048,SN Ia,0.0896,74.12405659,0.058,0.0896
ZTF19aaklbok,SN2019baj,07:26:00.20,+40:00:35.3,58538.29,g,18.3849,-19.51,24.499,6.597,17.902,SN Ia,0.08,23.30232857,0.144,0.08
ZTF19aakljys,SN2019aze,12:05:47.47,+37:49:43.1,58538.35,r,17.8087,-18.63,18.159,6.7,11.459,SN Ia,0.04396,75.6304128,0.05,0.043963
ZTF19aaklqod,SN2020ctr,08:58:37.61,+20:11:30.6,58903.3,g,16.8355,-18.82,>15.702,6.752,>8.95,SN Ia,0.03,36.69217307,0.08,0.03
ZTF19aaklquv,SN2019bak,10:13:31.88,+29:33:06.1,58538.28,g,17.5027,-19.22,19.499,6.235,13.264,SN Ia,0.0486,55.3354838,0.08,0.0486
ZTF19aaknign,SN2019bdg,08:00:04.24,+39:53:52.3,58547.19,r,18.7783,-19.43,32.117,19.655,12.462,SN Ia,0.09575,29.59783146,0.116,0.09575
ZTF19aakocxy,SN2019beo,07:36:25.35,+72:13:04.0,58538.33,g,18.474,-18.94,>18.836,15.916,>2.92,SN Ia,0.067,29.15728998,0.074,0.067
ZTF19aakpfax,SN2019bau,16:51:12.40,+62:31:03.8,58541.55,r,18.8233,-18.96,24.011,8.114,15.897,SN Ia,0.0799,37.60707134,0.076,0.0799
ZTF19aaksrgj,SN2019bbd,12:38:06.39,+08:02:46.4,58547.34,g,18.7321,-19.23,31.796,13.314,18.482,SN Ia,0.0859,70.65837007,0.068,0.0859
ZTF19aakthjl,SN2019bnu,13:22:04.23,+22:16:11.2,58547.36,g,18.3719,-18.81,24.207,9.694,14.513,SN Ia,0.06075,81.51748604,0.057,0.06075
ZTF19aakwifv,SN2019bnx,05:12:30.53,+06:56:53.6,58547.23,g,18.9632,-19.31,>20.974,10.984,>9.99,SN Ia,0.083,-18.32789636,0.397,0.083
ZTF19aakzwao,SN2019bkh,13:08:57.37,+28:16:52.5,58559.35,g,16.1039,-18.55,25.552,12.601,12.951,SN Ia,0.01951,85.9551227,0.028,0.01951
ZTF19aalaxsa,SN2019blf,11:31:05.57,+57:26:16.5,58546.28,g,18.9448,-19.64,>19.763,6.713,>13.05,SN Ia,0.116,56.53020629,0.036,0.116
ZTF19aalcwjt,SN2019blm,08:39:20.18,+17:11:16.9,58556.21,r,18.5718,-18.81,24.108,14.569,9.539,SN Ia,0.067,31.35997527,0.069,0.067
ZTF19aalcyfd,SN2019bic,09:31:37.64,+41:19:19.4,58556.39,g,16.6685,-19.31,22.688,12.436,10.252,SN Ia,0.03518,46.98190159,0.052,0.035187
ZTF19aaldqvh,SN2019bev,10:43:59.05,+51:06:46.1,58541.27,g,18.8088,-19.47,27.156,8.2,18.956,SN Ia,0.101,56.04344544,0.037,0.101
ZTF19aaleptm,SN2019bow,14:50:52.01,+49:01:46.2,58556.45,g,18.6766,-19.1,22.316,11.359,10.957,SN Ia,0.079,58.25253604,0.073,0.079
ZTF19aaljcsu,SN2019bgn,08:18:34.00,-02:18:50.0,58556.19,r,18.155,-18.72,31.41,20.454,10.956,SN Ia,0.05,18.15426967,0.228,0.05
ZTF19aalpoff,SN2025hkm,12:58:10.47,-10:09:28.2,60789.22,r,16.3858,-18.52,24.631,6.596,18.035,SN Ia,0.02116,52.67806272,0.131,0.021161
ZTF19aaluprf,SN2019btt,08:27:15.90,-00:12:30.5,58559.15,g,18.1008,-20.03,19.007,7.463,11.544,SN Ia,0.09,21.08264684,0.128,0.09
ZTF19aalveag,SN2019bpf,12:21:41.25,+31:42:31.7,58559.32,g,18.0973,-18.65,21.649,8.658,12.991,SN Ia,0.05,82.06939973,0.054,0.05
ZTF19aalxcyo,SN2019bon,08:08:59.65,+16:49:09.2,58556.19,r,18.6049,-19.23,30.927,19.952,10.975,SN Ia,0.0802,24.5043308,0.139,0.0802
ZTF19aalxlpp,SN2019btu,07:39:25.09,+31:02:14.8,58560.19,g,18.5685,-19.46,25.002,10.389,14.613,SN Ia,0.086,23.17794189,0.126,0.086
ZTF19aalyleg,SN2019brb,06:48:52.77,+19:21:07.0,58559.2,r,18.7148,-19.05,20.475,7.087,13.388,SN Ia,0.071,8.14763589,0.373,0.071
ZTF19aalzmio,SN2019bpe,14:08:44.46,+29:03:02.0,58559.36,g,17.8314,-19.81,26.545,5.517,21.028,SN Ia,0.075,72.86200987,0.053,0.075
ZTF19aalzmiu,SN2019bou,15:47:59.06,+40:49:00.8,58556.47,g,18.6199,-19.86,25.423,9.809,15.614,SN Ia,0.11,51.39290559,0.045,0.11
ZTF19aamaeve,SN2019btg,16:06:23.69,+27:23:29.7,58556.48,g,18.2164,-19.4,29.692,10.754,18.938,SN Ia,0.072,46.96314417,0.111,0.072
ZTF19aambfxc,SN2020aewj,17:41:43.11,+67:57:42.6,58891.47,g,17.5867,-19.45,23.461,11.406,12.055,SN Ia,0.055,31.5134496,0.118,0.055
ZTF19aamgokq,SN2019bvq,09:58:18.53,+05:11:40.5,58567.21,g,18.4682,-19.37,23.518,13.567,9.951,SN Ia,0.08,43.35535574,0.102,0.08
ZTF19aamgttu,SN2019bue,09:02:34.78,+14:31:28.2,58567.19,g,16.8443,-18.91,19.975,6.004,13.971,SN Ia,0.0308,35.51249126,0.113,0.0308
ZTF19aamhhae,SN2019buj,14:10:43.48,+54:36:50.4,58567.41,g,17.4045,-18.84,26.738,7.789,18.949,SN Ia,0.04,58.93609783,0.04,0.04
ZTF19aamhhey,SN2019bum,14:49:47.77,+54:48:46.9,58567.41,g,17.1462,-19.34,26.37,10.425,15.945,SN Ia,0.045,54.94838178,0.03,0.045
ZTF19aamhhgu,SN2019bxh,14:51:53.09,+55:24:27.4,58567.4,g,17.4964,-18.63,19.34,6.348,12.992,SN Ia,0.0382,54.33716618,0.03,0.0382
ZTF19aamhhyo,SN2019bxa,13:52:38.42,+33:05:07.8,58567.28,g,18.5588,-19.22,21.515,8.82,12.695,SN Ia,0.08,75.50488926,0.047,0.08
ZTF19aamhlnl,SN2019bye,15:43:22.83,+15:31:46.9,58568.4,g,18.4833,-19.23,25.022,10.086,14.936,SN Ia,0.076,48.53532925,0.086,0.076
ZTF19aamhqej,SN2019bvt,18:28:48.43,+50:22:23.4,58572.51,g,15.4052,-19.1,21.52,10.257,11.263,SN Ia,0.0169,24.02698859,0.158,0.016448
